#Locus	Reads	Rep-total	DicerCall
Chr2:1500999-1501106	10	9.500	24
Chr2:1503999-1504034	25	25.000	24
Chr2:1504377-1504523	17	14.499	24
Chr2:1505360-1505495	248	230.814	24
Chr2:1505903-1505931	5	1.893	24
Chr2:1507846-1507863	3	0.476	22
Chr2:1508552-1509400	158	64.022	24
Chr2:1509901-1510023	13	10.486	24
Chr2:1510284-1510471	15	11.817	24
Chr2:1511487-1511492	4	0.643	24
Chr2:1511975-1512192	43	29.558	24
Chr2:1512618-1512642	21	5.250	24
Chr2:1512929-1513388	53	36.676	24
Chr2:1521505-1521858	511	507.679	24
Chr2:1522918-1523095	120	119.004	24
Chr2:1523447-1523458	3	3.000	24
Chr2:1523902-1523924	4	4.000	24
Chr2:1527966-1527978	3	0.733	N
Chr2:1529812-1529825	1	0.125	N
Chr2:1533509-1533524	3	2.250	N
Chr2:1536355-1536378	4	3.200	24
Chr2:1536590-1536886	65	64.499	24
Chr2:1543083-1543141	59	59.000	24
Chr2:1545827-1546049	87	36.871	24
Chr2:1546268-1546721	56	42.050	24
Chr2:1547393-1547515	8	6.286	24
Chr2:1547840-1547849	3	3.000	N
Chr2:1548597-1549261	187	180.062	24
Chr2:1551223-1551237	3	0.917	N
Chr2:1551994-1553107	189	143.621	24
Chr2:1561626-1561640	0	0.000	N
Chr2:1562623-1562925	268	268.000	24
Chr2:1567278-1567299	10	10.000	23
Chr2:1567946-1568005	16	16.000	24
Chr2:1569257-1569271	0	0.000	N
Chr2:1572501-1572902	151	138.225	24
Chr2:1579354-1579968	30	30.000	24
Chr2:1580330-1580353	0	0.000	N
Chr2:1580840-1580861	3	3.000	24
Chr2:1581105-1581144	50	49.500	24
Chr2:1584896-1585588	150	140.700	24
Chr2:1586208-1586309	93	92.498	24
Chr2:1586859-1586880	4	4.000	23
Chr2:1587274-1587607	246	239.653	24
Chr2:1591545-1591563	9	1.397	N
Chr2:1593179-1593237	91	91.000	24
Chr2:1594066-1594148	121	112.336	24
Chr2:1596968-1597564	79	39.342	24
Chr2:1599461-1599491	2	2.000	22
Chr2:1599942-1600102	9	8.500	23
Chr2:1600873-1600923	16	16.000	24
Chr2:1601142-1601551	209	208.498	24
Chr2:1602196-1602578	248	237.658	24
Chr2:1605948-1606142	12	12.000	24
Chr2:1608222-1608335	71	44.659	24
Chr2:1608620-1608635	2	2.000	24
Chr2:1609062-1609218	78	46.246	24
Chr2:1609475-1609492	4	3.200	N
Chr2:1613478-1613508	8	8.000	24
Chr2:1614762-1615075	28	5.634	24
Chr2:1616107-1616125	5	0.288	24
Chr2:1616428-1617530	142	40.143	24
Chr2:1617783-1617964	96	50.765	24
Chr2:1618177-1618241	24	16.860	24
Chr2:1620633-1621032	114	75.764	24
Chr2:1629435-1630257	239	129.681	24
Chr2:1630588-1630719	46	7.636	24
Chr2:1631165-1631180	3	0.167	24
Chr2:1631530-1631676	29	8.135	24
Chr2:1632600-1632695	7	2.254	24
Chr2:1633375-1633398	5	0.601	24
Chr2:1633806-1633869	11	1.095	24
Chr2:1635247-1635262	3	3.000	24
Chr2:1636142-1636948	161	37.513	24
Chr2:1637151-1637483	92	38.410	24
Chr2:1639146-1639180	22	22.000	24
Chr2:1642269-1642375	264	264.000	24
Chr2:1643351-1643377	6	6.000	24
Chr2:1649173-1649258	23	22.501	N
Chr2:1649725-1649748	8	7.500	24
Chr2:1649991-1650023	12	11.000	24
Chr2:1652316-1652894	275	81.400	24
Chr2:1653442-1653737	43	43.000	24
Chr2:1654949-1654955	1	1.000	24
Chr2:1655404-1655405	0	0.000	N
Chr2:1655612-1655651	9	9.000	24
Chr2:1656183-1656220	19	19.000	24
Chr2:1656476-1656501	6	6.000	24
Chr2:1663437-1663563	341	304.513	24
Chr2:1667781-1668350	127	122.161	24
Chr2:1668805-1668981	192	192.000	24
Chr2:1669785-1670370	148	78.558	24
Chr2:1672480-1672654	16	9.200	24
Chr2:1673472-1673758	15	14.143	24
Chr2:1676209-1676484	185	177.359	24
Chr2:1678651-1679030	60	50.286	24
Chr2:1681216-1681608	331	328.484	24
Chr2:1683875-1683999	62	62.000	24
Chr2:1684923-1685367	184	118.110	24
Chr2:1686831-1686865	32	32.000	24
Chr2:1691166-1691227	112	98.974	24
Chr2:1691598-1691870	90	60.858	24
Chr2:1692133-1692299	81	81.000	24
Chr2:1695913-1696139	971	945.269	24
Chr2:1701571-1702102	124	113.584	24
Chr2:1709558-1709909	132	103.132	24
Chr2:1710643-1710842	14	12.366	24
Chr2:1711131-1711367	393	393.000	24
Chr2:1715876-1716409	293	274.424	24
Chr2:1716613-1717181	80	62.768	24
Chr2:1718687-1718706	6	4.834	N
Chr2:1726969-1726983	9	2.050	N
Chr2:1727409-1727412	1	1.000	24
Chr2:1727873-1728157	37	23.432	24
Chr2:1731526-1731844	221	202.326	24
Chr2:1733284-1733307	4	4.000	24
Chr2:1734508-1734525	0	0.000	N
Chr2:1734834-1734925	9	9.000	24
Chr2:1736402-1736416	8	5.334	N
Chr2:1739216-1739231	2	1.333	N
Chr2:1740632-1740961	149	124.996	24
Chr2:1741438-1741713	104	27.362	24
Chr2:1741951-1742388	61	14.670	24
Chr2:1742602-1742762	25	7.572	24
Chr2:1743237-1743246	4	0.422	21
Chr2:1743853-1743870	5	0.473	24
Chr2:1744243-1744254	3	0.299	23
Chr2:1744864-1744930	19	7.744	24
Chr2:1745208-1745343	21	10.273	24
Chr2:1746267-1747429	127	29.896	24
Chr2:1747909-1748405	22	7.680	23
Chr2:1749772-1749795	16	1.758	24
Chr2:1750325-1750515	7	3.373	23
Chr2:1750960-1751458	141	43.386	24
Chr2:1751769-1752199	52	8.325	24
Chr2:1752479-1752498	5	0.426	24
Chr2:1752730-1752840	11	0.926	23
Chr2:1753492-1753505	7	0.797	23
Chr2:1753805-1753828	4	0.286	24
Chr2:1754846-1754898	9	1.148	24
Chr2:1755433-1755603	22	1.808	24
Chr2:1755835-1755972	19	1.617	24
Chr2:1756202-1756280	39	3.159	24
Chr2:1756492-1757425	167	57.982	24
Chr2:1758509-1758728	54	54.000	24
Chr2:1759601-1759622	7	0.700	24
Chr2:1760304-1760327	4	3.125	24
Chr2:1761532-1761704	8	2.298	24
Chr2:1762222-1762282	11	4.222	24
Chr2:1762500-1763446	287	138.535	24
Chr2:1763718-1763741	5	4.125	23
Chr2:1765615-1765639	4	2.000	24
Chr2:1766459-1766532	57	31.487	24
Chr2:1767137-1767266	26	26.000	24
Chr2:1768045-1768078	13	13.000	24
Chr2:1774401-1774418	6	5.333	24
Chr2:1774762-1774793	10	10.000	24
Chr2:1775706-1775769	13	10.500	24
Chr2:1776420-1776831	180	154.836	24
Chr2:1777166-1777196	13	3.700	24
Chr2:1777675-1778122	68	32.905	24
Chr2:1779076-1779444	177	90.836	24
Chr2:1779775-1779894	116	106.604	24
Chr2:1781600-1781887	171	102.497	24
Chr2:1782205-1782226	5	5.000	24
Chr2:1782580-1782839	19	19.000	24
Chr2:1783231-1783331	19	19.000	24
Chr2:1783613-1783667	31	31.000	24
Chr2:1784455-1784595	9	9.000	24
Chr2:1784965-1785000	11	10.333	24
Chr2:1786497-1786818	182	100.992	24
Chr2:1788917-1789156	18	8.316	24
Chr2:1792407-1792728	64	60.947	24
Chr2:1793071-1793086	7	7.000	24
Chr2:1793706-1794026	198	155.074	24
Chr2:1794320-1794424	1	0.333	23
Chr2:1795679-1795789	16	4.584	24
Chr2:1796498-1796508	3	1.000	23
Chr2:1797443-1797721	32	20.400	24
Chr2:1798622-1798625	5	5.000	23
Chr2:1799352-1800358	435	293.712	N
Chr2:1801399-1801419	4	4.000	24
Chr2:1801738-1802198	67	23.859	24
Chr2:1802924-1802938	3	1.111	N
Chr2:1803606-1803804	30	22.668	24
Chr2:1805988-1806038	19	19.000	24
Chr2:1809840-1809859	4	1.667	N
Chr2:1811213-1811238	10	7.000	24
Chr2:1812956-1812970	3	3.000	24
Chr2:1815464-1815477	4	4.000	24
Chr2:1818188-1818202	2	0.254	N
Chr2:1821152-1821173	1	1.000	24
Chr2:1821433-1821870	343	335.111	24
Chr2:1822626-1824298	458	306.723	N
Chr2:1824716-1824774	47	43.898	24
Chr2:1827171-1827194	4	4.000	22
Chr2:1828062-1828143	13	13.000	24
Chr2:1828442-1828551	17	13.250	N
Chr2:1829281-1829298	6	1.700	N
Chr2:1829681-1829701	4	4.000	22
Chr2:1830893-1830907	4	0.477	N
Chr2:1832255-1832318	6	5.500	23
Chr2:1833091-1833278	7	7.000	24
Chr2:1834033-1834034	8	7.500	24
Chr2:1836459-1836459	1	1.000	23
Chr2:1837195-1837202	3	3.000	23
Chr2:1837863-1838395	79	67.197	24
Chr2:1839218-1839317	112	112.000	24
Chr2:1840205-1840227	5	5.000	23
Chr2:1840863-1840993	17	13.333	24
Chr2:1848555-1848713	20	20.000	24
Chr2:1849127-1849323	13	5.000	N
Chr2:1850178-1850437	71	35.940	24
Chr2:1850830-1851237	100	54.490	24
Chr2:1855051-1855444	68	41.908	24
Chr2:1855661-1855813	51	36.567	24
Chr2:1856109-1856151	20	5.784	24
Chr2:1857150-1857170	1	0.500	24
Chr2:1857453-1857474	1	1.000	24
Chr2:1857699-1858401	186	155.050	24
Chr2:1864978-1865317	189	178.000	24
Chr2:1865862-1865936	16	13.584	24
Chr2:1866576-1866624	317	184.653	24
Chr2:1869023-1869327	156	145.267	24
Chr2:1871039-1871055	3	1.533	N
Chr2:1878463-1878781	69	48.334	24
Chr2:1879369-1879504	14	12.834	24
Chr2:1879968-1880039	46	44.500	23
Chr2:1880481-1880702	24	19.999	24
Chr2:1881093-1881284	19	19.000	24
Chr2:1881494-1881771	273	213.104	24
Chr2:1882308-1883442	192	105.350	24
Chr2:1883679-1883843	30	30.000	24
Chr2:1884137-1884613	47	46.248	24
Chr2:1885142-1885309	11	11.000	24
Chr2:1886826-1887673	154	79.433	24
Chr2:1888005-1888033	15	4.999	24
Chr2:1888579-1888958	56	33.124	24
Chr2:1889234-1889263	12	12.000	24
Chr2:1889760-1890315	267	208.874	24
Chr2:1891401-1891480	6	3.000	24
Chr2:1895156-1895172	6	5.333	N
Chr2:1896577-1896776	22	22.000	24
Chr2:1897867-1898253	174	95.996	24
Chr2:1898497-1898609	17	14.166	24
Chr2:1898917-1898931	2	1.000	23
Chr2:1899212-1899354	69	53.316	24
Chr2:1902907-1902951	67	63.000	24
Chr2:1903303-1903645	42	13.012	24
Chr2:1904341-1904554	17	11.501	24
Chr2:1904918-1904922	0	0.000	N
Chr2:1905370-1905599	183	95.508	24
Chr2:1906051-1906074	11	11.000	24
Chr2:1906574-1906598	8	8.000	24
Chr2:1906947-1907066	19	6.399	N
Chr2:1908720-1908743	6	6.000	24
Chr2:1909095-1909228	11	10.499	24
Chr2:1910550-1910575	3	3.000	24
Chr2:1911787-1911806	2	0.333	N
Chr2:1912414-1913021	422	415.332	24
Chr2:1917228-1917671	368	361.008	24
Chr2:1923373-1923496	9	4.333	24
Chr2:1926744-1926967	57	57.000	24
Chr2:1927202-1927690	165	164.043	24
Chr2:1929897-1929990	11	10.000	24
Chr2:1930199-1930225	9	3.091	24
Chr2:1936815-1936830	0	0.000	N
Chr2:1937695-1937887	81	80.247	24
Chr2:1939623-1939639	24	9.554	N
Chr2:1941377-1941503	34	33.167	24
Chr2:1943018-1943146	260	197.860	24
Chr2:1943761-1943951	18	18.000	24
Chr2:1945760-1945761	2	2.000	22
Chr2:1947898-1948095	69	40.841	24
Chr2:1948430-1948485	28	6.832	24
Chr2:1949096-1949117	3	3.000	24
Chr2:1949443-1949460	8	5.000	23
Chr2:1954579-1954675	5	5.000	N
Chr2:1955051-1955093	13	13.000	24
Chr2:1955514-1955529	7	4.600	24
Chr2:1955899-1956256	16	7.277	N
Chr2:1956539-1956628	21	21.000	24
Chr2:1962385-1962408	7	7.000	N
Chr2:1962982-1963252	62	25.823	24
Chr2:1963586-1963661	15	4.608	24
Chr2:1964855-1964895	6	6.000	24
Chr2:1966078-1966104	13	13.000	24
Chr2:1966848-1966914	1	1.000	N
Chr2:1967549-1967950	26	18.000	N
Chr2:1968266-1968434	85	43.852	24
Chr2:1968878-1968924	47	7.261	24
Chr2:1969295-1969340	25	24.333	24
Chr2:1970081-1970088	6	6.000	24
Chr2:1974020-1974035	16	12.000	N
Chr2:1977359-1977449	98	98.000	24
Chr2:1982783-1983096	306	249.329	24
Chr2:1985743-1985896	89	89.000	24
Chr2:1987745-1987805	16	9.843	24
Chr2:1988162-1988356	33	27.700	24
Chr2:1988693-1988765	21	16.657	24
Chr2:1989465-1989477	1	1.000	23
Chr2:1990538-1990716	57	54.834	24
Chr2:1995987-1996092	24	18.499	24
Chr2:1996492-1996509	1	0.500	23
Chr2:1997797-1997826	3	2.500	24
Chr2:1998350-1998516	12	2.933	24
Chr2:1999662-1999668	6	3.000	24
Chr2:2000144-2000150	8	4.000	24
Chr2:2000906-2000997	5	4.000	22
Chr2:2001421-2001636	10	3.294	24
Chr2:2002470-2002630	7	7.000	24
Chr2:2005390-2005413	9	7.285	N
Chr2:2006051-2006065	11	1.683	24
Chr2:2006745-2006814	4	0.900	24
Chr2:2007926-2007992	2	0.216	N
Chr2:2008743-2009040	19	4.896	N
Chr2:2009582-2010497	233	73.651	24
Chr2:2010786-2010965	52	48.698	24
Chr2:2012839-2012854	1	0.250	N
Chr2:2014818-2014965	58	48.331	24
Chr2:2017005-2017041	14	13.500	24
Chr2:2018383-2018411	10	5.571	23
Chr2:2020862-2021455	36	34.834	24
Chr2:2022350-2022487	5	5.000	24
Chr2:2022737-2022815	9	9.000	24
Chr2:2024780-2024980	112	112.000	24
Chr2:2026213-2026290	23	22.501	N
Chr2:2026525-2027099	296	282.680	N
Chr2:2029591-2029607	0	0.000	N
Chr2:2031673-2031993	25	21.445	24
Chr2:2033761-2033780	5	2.067	N
Chr2:2034146-2034455	164	139.302	24
Chr2:2035005-2035188	250	194.775	24
Chr2:2035909-2036019	15	15.000	24
Chr2:2041263-2041278	8	8.000	24
Chr2:2041556-2041579	3	3.000	24
Chr2:2041787-2042265	91	33.206	24
Chr2:2042601-2042604	3	3.000	23
Chr2:2042885-2042904	4	1.148	N
Chr2:2044106-2044123	3	0.251	22
Chr2:2044767-2044785	3	1.291	24
Chr2:2045995-2046011	6	0.718	N
Chr2:2046286-2046536	65	38.649	24
Chr2:2047461-2047725	19	2.248	24
Chr2:2049894-2049917	8	0.741	N
Chr2:2050136-2050369	21	4.828	24
Chr2:2051101-2051171	18	3.553	24
Chr2:2051435-2051461	7	1.833	24
Chr2:2051803-2051914	15	1.520	24
Chr2:2052687-2052793	11	0.850	24
Chr2:2053442-2053680	26	1.706	24
Chr2:2053920-2054223	161	54.933	24
Chr2:2056247-2056261	0	0.000	N
Chr2:2057723-2058198	62	53.134	24
Chr2:2058435-2058869	116	41.354	24
Chr2:2059141-2059440	65	41.035	24
Chr2:2059673-2060035	76	73.249	24
Chr2:2060445-2060460	6	3.000	21
Chr2:2060719-2061079	84	83.496	24
Chr2:2061525-2062032	74	73.334	24
Chr2:2062288-2062357	18	18.000	24
Chr2:2062750-2062781	10	8.143	22
Chr2:2063827-2064085	58	30.897	24
Chr2:2064604-2065227	63	49.064	24
Chr2:2065724-2065747	4	3.167	23
Chr2:2066547-2066720	434	432.481	24
Chr2:2070502-2070507	4	4.000	24
Chr2:2071168-2071408	21	21.000	24
Chr2:2071970-2072143	13	13.000	24
Chr2:2074093-2075495	662	580.905	24
Chr2:2076989-2077016	2	2.000	23
Chr2:2078453-2078464	1	1.000	24
Chr2:2078786-2078822	21	21.000	24
Chr2:2079913-2080464	69	64.080	24
Chr2:2082160-2082415	339	339.000	24
Chr2:2084997-2085126	18	7.150	24
Chr2:2085841-2086080	83	21.970	24
Chr2:2086342-2086494	82	49.971	24
Chr2:2086856-2087099	205	204.508	24
Chr2:2088702-2089302	78	63.500	24
Chr2:2090839-2090864	10	10.000	24
Chr2:2091583-2091598	2	1.500	N
Chr2:2093222-2093243	3	3.000	24
Chr2:2097413-2097440	13	13.000	24
Chr2:2102137-2102246	10	10.000	24
Chr2:2103004-2103035	17	17.000	24
Chr2:2103615-2103639	11	11.000	24
Chr2:2105732-2105967	29	28.000	24
Chr2:2106703-2106728	3	1.167	24
Chr2:2109112-2109118	3	3.000	24
Chr2:2109769-2109843	6	6.000	23
Chr2:2110239-2110240	4	2.500	23
Chr2:2112267-2112295	7	5.500	24
Chr2:2115180-2115486	24	19.490	24
Chr2:2116024-2116038	1	1.000	N
Chr2:2119031-2119045	0	0.000	N
Chr2:2122066-2122270	36	35.251	24
Chr2:2122490-2122512	4	3.500	N
Chr2:2122811-2122815	5	5.000	24
Chr2:2123187-2123265	5	5.000	24
Chr2:2123830-2124024	44	24.666	N
Chr2:2124238-2124259	7	7.000	24
Chr2:2125005-2125010	5	4.143	24
Chr2:2125348-2125357	3	1.833	N
Chr2:2126919-2126967	17	17.000	24
Chr2:2127525-2127540	4	4.000	N
Chr2:2128055-2128067	7	7.000	24
Chr2:2128331-2128459	24	9.310	24
Chr2:2128842-2129259	36	35.500	24
Chr2:2129820-2129834	3	3.000	24
Chr2:2130151-2130402	48	48.000	24
Chr2:2131188-2131663	139	139.000	24
Chr2:2133385-2133482	11	8.667	24
Chr2:2134953-2134965	1	1.000	24
Chr2:2135222-2135246	5	5.000	24
Chr2:2136656-2136676	3	3.000	24
Chr2:2137304-2137339	54	20.320	24
Chr2:2137685-2137884	22	19.917	24
Chr2:2138476-2138491	6	5.500	24
Chr2:2138825-2139274	79	22.333	24
Chr2:2139498-2139564	29	8.117	24
Chr2:2139874-2139924	15	2.703	23
Chr2:2140453-2140531	96	16.224	24
Chr2:2140871-2141136	96	42.845	24
Chr2:2144668-2144684	0	0.000	N
Chr2:2148309-2149020	344	325.424	24
Chr2:2149291-2149301	3	3.000	24
Chr2:2149964-2150848	308	35.666	24
Chr2:2153369-2153369	1	0.500	N
Chr2:2153730-2153742	5	4.500	24
Chr2:2155106-2155785	68	24.725	24
Chr2:2155989-2156500	99	82.665	24
Chr2:2157400-2157420	4	1.333	24
Chr2:2160764-2160778	3	3.000	N
Chr2:2161538-2161538	1	1.000	23
Chr2:2162422-2162663	69	16.608	24
Chr2:2163084-2163084	4	4.000	N
Chr2:2164708-2164724	8	4.700	N
Chr2:2165717-2165740	6	6.000	24
Chr2:2167807-2168191	28	28.000	24
Chr2:2169130-2169222	19	19.000	24
Chr2:2169468-2169541	12	10.667	24
Chr2:2170720-2170738	10	9.500	24
Chr2:2174337-2174472	32	25.917	24
Chr2:2177082-2177092	6	6.000	22
Chr2:2177462-2177525	18	18.000	23
Chr2:2178107-2178802	194	140.029	24
Chr2:2182068-2182083	8	4.000	N
Chr2:2184564-2185091	1750	1675.450	N
Chr2:2185806-2185869	22	22.000	24
Chr2:2186222-2186271	27	21.001	24
Chr2:2186657-2186670	6	6.000	N
Chr2:2186897-2187028	42	41.500	24
Chr2:2187364-2187387	4	4.000	23
Chr2:2188742-2188759	9	9.000	23
Chr2:2189264-2189337	6	6.000	24
Chr2:2190301-2190572	64	58.003	N
Chr2:2190809-2190838	6	6.000	24
Chr2:2191280-2191296	1	1.000	N
Chr2:2191719-2191908	17	17.000	24
Chr2:2192538-2192563	9	9.000	24
Chr2:2193327-2193342	9	8.500	N
Chr2:2193936-2194553	57	56.333	24
Chr2:2194837-2194885	35	34.499	24
Chr2:2196274-2196306	3	3.000	N
Chr2:2197069-2197142	28	13.966	24
Chr2:2197591-2197826	53	36.962	24
Chr2:2201924-2202064	17	17.000	24
Chr2:2202497-2202631	11	11.000	24
Chr2:2203738-2203761	12	11.333	N
Chr2:2204076-2204220	2	1.200	N
Chr2:2205276-2205290	1	0.125	N
Chr2:2206387-2206414	10	10.000	24
Chr2:2206987-2207173	50	34.150	N
Chr2:2208310-2208322	5	5.000	24
Chr2:2208542-2208552	6	6.000	24
Chr2:2209708-2210858	197	105.119	24
Chr2:2211070-2211443	67	51.034	24
Chr2:2211719-2212276	176	149.706	24
Chr2:2212845-2213378	195	194.006	24
Chr2:2213750-2213948	109	107.997	24
Chr2:2216032-2216049	7	2.066	N
Chr2:2216939-2216956	1	0.250	N
Chr2:2217274-2219459	1461	1350.987	24
Chr2:2219837-2220586	103	98.365	24
Chr2:2221029-2221127	5	5.000	24
Chr2:2222095-2222576	72	72.000	24
Chr2:2222821-2223928	257	251.500	24
Chr2:2224427-2226237	397	391.045	24
Chr2:2226734-2226789	14	14.000	24
Chr2:2227009-2227336	45	42.534	24
Chr2:2228499-2228514	10	3.700	N
Chr2:2228984-2229010	5	5.000	23
Chr2:2232252-2232402	191	175.185	24
Chr2:2232618-2232749	12	7.067	24
Chr2:2233125-2233726	279	242.451	24
Chr2:2236707-2236837	38	38.000	24
Chr2:2237305-2237306	3	3.000	N
Chr2:2239443-2239502	35	32.893	24
Chr2:2240272-2240959	90	38.142	24
Chr2:2241163-2241209	13	4.189	24
Chr2:2241782-2241814	2	2.000	23
Chr2:2246066-2246236	86	79.000	24
Chr2:2253632-2253651	3	1.500	23
Chr2:2256298-2256584	57	50.314	24
Chr2:2260696-2261048	784	720.653	24
Chr2:2261417-2261671	16	7.333	24
Chr2:2262323-2262417	67	57.325	24
Chr2:2262637-2262641	0	0.000	N
Chr2:2264638-2264727	10	3.778	N
Chr2:2266746-2266757	6	6.000	24
Chr2:2267106-2267360	62	62.000	24
Chr2:2273706-2275082	473	277.887	24
Chr2:2275612-2275811	25	14.700	24
Chr2:2276082-2276168	41	21.451	24
Chr2:2276439-2277285	89	43.583	24
Chr2:2277932-2277946	4	4.000	24
Chr2:2278222-2278519	69	34.169	24
Chr2:2279018-2279223	13	6.000	24
Chr2:2279390-2280051	237	44.532	24
Chr2:2280956-2281332	25	25.000	24
Chr2:2282069-2282092	6	6.000	24
Chr2:2282381-2282537	10	10.000	24
Chr2:2283368-2283385	4	3.167	N
Chr2:2283972-2283987	19	9.502	N
Chr2:2284190-2284589	413	351.050	24
Chr2:2285634-2285644	7	2.321	24
Chr2:2286966-2287021	8	8.000	24
Chr2:2289856-2289873	3	2.500	N
Chr2:2290115-2290326	9	9.000	24
Chr2:2291958-2292207	242	241.492	24
Chr2:2293697-2293719	1	1.000	24
Chr2:2293924-2294412	111	111.000	24
Chr2:2295233-2295290	26	26.000	24
Chr2:2296432-2296477	13	13.000	24
Chr2:2297117-2297767	97	31.253	24
Chr2:2298001-2298032	12	11.000	24
Chr2:2299101-2299245	46	25.203	24
Chr2:2299530-2299814	66	16.196	24
Chr2:2301255-2301652	35	32.333	24
Chr2:2302284-2302660	28	24.284	24
Chr2:2306887-2306909	1	0.500	24
Chr2:2308282-2308290	7	7.000	23
Chr2:2311778-2311795	1	1.000	23
Chr2:2312055-2312102	16	14.333	24
Chr2:2318812-2320135	384	375.168	24
Chr2:2320691-2320821	53	7.409	24
Chr2:2321172-2321172	1	1.000	24
Chr2:2321411-2321970	655	655.000	24
Chr2:2325609-2325808	15	13.001	24
Chr2:2326070-2326092	6	6.000	24
Chr2:2326947-2326991	27	25.499	24
Chr2:2329977-2330057	23	23.000	24
Chr2:2330280-2330312	26	19.035	24
Chr2:2331641-2331647	0	0.000	N
Chr2:2331996-2332342	73	69.460	24
Chr2:2336620-2336643	4	4.000	N
Chr2:2338128-2338142	2	1.000	N
Chr2:2338664-2338679	3	0.500	N
Chr2:2339017-2339032	11	4.644	24
Chr2:2340202-2340247	16	11.667	23
Chr2:2346448-2346528	8	8.000	N
Chr2:2349712-2349787	125	124.500	24
Chr2:2352598-2352612	4	1.067	N
Chr2:2357418-2357566	74	73.497	24
Chr2:2358563-2358596	13	12.500	24
Chr2:2359861-2359877	3	3.000	N
Chr2:2362728-2362956	641	618.565	24
Chr2:2371835-2371857	9	5.000	24
Chr2:2373290-2373314	8	8.000	N
Chr2:2373519-2373648	11	10.000	24
Chr2:2373910-2373926	5	1.583	24
Chr2:2374352-2374452	21	16.101	23
Chr2:2375710-2375712	3	0.917	N
Chr2:2377167-2377190	9	8.000	24
Chr2:2381657-2381686	14	14.000	24
Chr2:2382200-2382218	3	1.500	N
Chr2:2382488-2382577	16	3.827	24
Chr2:2383696-2383697	7	5.833	23
Chr2:2386131-2386153	2	0.667	22
Chr2:2386635-2386643	5	5.000	24
Chr2:2395717-2395717	3	1.500	N
Chr2:2401797-2402001	7	3.500	24
Chr2:2406476-2406490	5	3.000	N
Chr2:2406921-2407073	3	3.000	24
Chr2:2410333-2410360	10	6.000	24
Chr2:2410561-2410646	11	5.444	24
Chr2:2411560-2411575	6	3.100	N
Chr2:2412622-2412709	5	4.333	23
Chr2:2413702-2413859	16	11.333	23
Chr2:2414148-2414152	6	6.000	24
Chr2:2415411-2415426	0	0.000	N
Chr2:2418831-2419042	17	7.822	24
Chr2:2419341-2419355	0	0.000	N
Chr2:2420718-2420832	4	4.000	24
Chr2:2421134-2421150	0	0.000	N
Chr2:2422452-2422468	2	2.000	21
Chr2:2424196-2424218	3	3.000	N
Chr2:2425898-2426028	35	35.000	23
Chr2:2428287-2428890	94	84.638	24
Chr2:2431150-2431166	3	1.667	N
Chr2:2437161-2437439	303	301.334	24
Chr2:2441045-2441065	7	7.000	24
Chr2:2441282-2441641	25	24.168	24
Chr2:2442280-2442303	10	9.500	24
Chr2:2442597-2442767	49	18.772	24
Chr2:2443150-2443237	25	21.500	24
Chr2:2443516-2443876	36	17.111	24
Chr2:2446000-2446041	20	15.000	24
Chr2:2446454-2446722	106	90.831	24
Chr2:2447285-2447293	2	2.000	24
Chr2:2447666-2447693	6	6.000	24
Chr2:2448452-2448491	14	11.680	24
Chr2:2448928-2449110	14	7.700	24
Chr2:2449624-2449685	11	9.133	24
Chr2:2453751-2453781	5	1.851	24
Chr2:2454358-2454381	3	1.500	N
Chr2:2454668-2454694	3	3.000	24
Chr2:2456074-2456619	57	51.448	24
Chr2:2459816-2459971	84	84.000	24
Chr2:2460819-2460960	41	41.000	24
Chr2:2461754-2462296	45	41.252	24
Chr2:2463533-2463622	10	6.678	24
Chr2:2464515-2464625	7	6.500	24
Chr2:2465821-2465847	9	2.205	24
Chr2:2467065-2467274	18	11.066	24
Chr2:2469150-2469153	4	0.268	24
Chr2:2469925-2470197	33	20.981	24
Chr2:2470904-2470990	5	4.500	24
Chr2:2472816-2473209	224	222.835	24
Chr2:2474120-2474315	26	24.333	24
Chr2:2476401-2476588	9	8.000	N
Chr2:2477265-2477280	71	26.334	N
Chr2:2478135-2478144	2	1.500	23
Chr2:2478619-2478691	7	3.000	24
Chr2:2481135-2481154	5	3.333	24
Chr2:2483441-2483447	8	5.534	N
Chr2:2486229-2486243	0	0.000	N
Chr2:2486942-2486989	7	7.000	23
Chr2:2487386-2487429	10	4.142	24
Chr2:2488474-2488497	6	4.190	24
Chr2:2490480-2490492	5	1.141	22
Chr2:2491188-2491205	2	2.000	23
Chr2:2494478-2494842	32	14.467	24
Chr2:2498190-2498213	4	1.516	24
Chr2:2498472-2498492	3	3.000	22
Chr2:2499559-2499600	16	15.000	24
Chr2:2509007-2509021	6	1.084	N
Chr2:2509433-2509447	0	0.000	N
Chr2:2511189-2511231	16	2.574	24
Chr2:2513927-2514094	48	27.053	24
Chr2:2516623-2516686	5	2.650	24
Chr2:2517559-2517577	5	1.143	24
Chr2:2518210-2518238	12	6.500	24
Chr2:2518954-2518975	3	1.500	N
Chr2:2520020-2520085	18	16.250	24
Chr2:2520639-2521833	251	240.759	24
Chr2:2522166-2522981	239	221.386	24
Chr2:2523679-2523898	17	12.786	24
Chr2:2524906-2524974	17	8.833	N
Chr2:2525328-2525351	8	2.783	23
Chr2:2534712-2535248	65	49.901	24
Chr2:2535515-2535522	6	6.000	24
Chr2:2536169-2536190	3	3.000	24
Chr2:2536996-2537962	85	77.248	24
