#Locus	Reads	Rep-total	DicerCall
Chr2:2421134-2421150	1	1.000	24
Chr2:2422452-2422468	4	4.000	N
Chr2:2424196-2424218	1	1.000	23
Chr2:2425898-2426028	9	9.000	24
Chr2:2428287-2428890	62	49.501	24
Chr2:2431150-2431166	30	11.904	N
Chr2:2437161-2437439	141	140.253	24
Chr2:2441045-2441065	3	3.000	N
Chr2:2441282-2441641	6	6.000	24
Chr2:2442280-2442303	5	5.000	23
Chr2:2442597-2442767	26	10.574	24
Chr2:2443150-2443237	9	8.000	23
Chr2:2443516-2443876	13	5.569	23
Chr2:2446000-2446041	13	8.499	24
Chr2:2446454-2446722	52	39.832	24
Chr2:2447285-2447293	0	0.000	N
Chr2:2447666-2447693	3	3.000	24
Chr2:2448452-2448491	4	3.333	24
Chr2:2448928-2449110	11	5.750	24
Chr2:2449624-2449685	3	2.071	24
Chr2:2453751-2453781	5	1.679	24
Chr2:2454358-2454381	5	3.000	23
Chr2:2454668-2454694	6	6.000	24
Chr2:2456074-2456619	62	58.168	24
Chr2:2459816-2459971	68	67.497	24
Chr2:2460819-2460960	10	10.000	24
Chr2:2461754-2462296	34	30.124	24
Chr2:2463533-2463622	5	1.810	24
Chr2:2464515-2464625	9	5.500	N
Chr2:2465821-2465847	3	1.000	24
Chr2:2467065-2467274	15	11.191	24
Chr2:2469150-2469153	2	0.129	24
Chr2:2469925-2470197	26	18.876	24
Chr2:2470904-2470990	3	2.500	21
Chr2:2472816-2473209	94	94.000	24
Chr2:2474120-2474315	4	4.000	N
Chr2:2476401-2476588	4	2.750	N
Chr2:2477265-2477280	77	27.081	N
Chr2:2478135-2478144	0	0.000	N
Chr2:2478619-2478691	2	1.333	24
Chr2:2481135-2481154	2	1.000	21
Chr2:2483441-2483447	2	0.164	N
Chr2:2486229-2486243	11	4.500	N
Chr2:2486942-2486989	2	1.333	24
Chr2:2487386-2487429	4	0.535	24
Chr2:2488474-2488497	6	5.200	24
Chr2:2490480-2490492	4	1.016	N
Chr2:2491188-2491205	3	3.000	22
Chr2:2494478-2494842	14	4.950	N
Chr2:2498190-2498213	6	3.015	24
Chr2:2498472-2498492	0	0.000	N
Chr2:2499559-2499600	7	6.500	24
Chr2:2509007-2509021	4	0.542	N
Chr2:2509433-2509447	3	0.375	N
Chr2:2511189-2511231	5	0.304	24
Chr2:2513927-2514094	35	16.230	24
Chr2:2516623-2516686	1	0.056	N
Chr2:2517559-2517577	2	0.500	24
Chr2:2518210-2518238	9	4.500	24
Chr2:2518954-2518975	0	0.000	N
Chr2:2520020-2520085	4	4.000	24
Chr2:2520639-2521833	56	53.032	24
Chr2:2522166-2522981	68	60.003	24
Chr2:2523679-2523898	11	7.083	24
Chr2:2524906-2524974	12	5.500	N
Chr2:2525328-2525351	4	0.944	N
Chr2:2534712-2535248	62	43.921	24
Chr2:2535515-2535522	0	0.000	N
Chr2:2536169-2536190	1	1.000	24
Chr2:2536996-2537962	26	20.618	24
Chr2:2538445-2538642	4	3.500	21
Chr2:2538950-2539223	5	3.310	N
Chr2:2540430-2540528	10	5.643	24
Chr2:2542182-2542421	59	59.000	24
Chr2:2542629-2543774	118	15.482	24
Chr2:2544130-2544288	15	0.696	N
Chr2:2544864-2544915	10	0.857	24
Chr2:2545247-2545260	4	0.350	21
Chr2:2545930-2545945	1	0.077	21
Chr2:2546263-2546286	2	0.202	21
Chr2:2547014-2547039	1	0.100	23
Chr2:2547275-2547298	1	0.016	N
Chr2:2547605-2548024	13	2.921	24
Chr2:2548335-2549361	128	16.845	24
Chr2:2549823-2550013	8	1.342	N
Chr2:2550543-2550567	11	2.127	24
Chr2:2551756-2551764	5	0.391	24
Chr2:2552232-2552429	9	0.761	N
Chr2:2552905-2553994	67	17.608	24
Chr2:2554399-2554437	4	0.373	N
Chr2:2554731-2554753	2	2.000	23
Chr2:2555376-2555497	7	1.686	24
Chr2:2555774-2555892	4	0.461	23
Chr2:2556462-2556462	0	0.000	N
Chr2:2557315-2557473	3	1.111	24
Chr2:2557963-2558105	1	0.091	24
Chr2:2558358-2558754	59	6.856	24
Chr2:2559077-2559352	36	16.567	24
Chr2:2560864-2560878	46	11.417	N
Chr2:2562411-2562425	1	0.053	N
Chr2:2564964-2564989	1	0.111	24
Chr2:2566712-2566725	8	0.510	N
Chr2:2568777-2568791	3	0.218	N
Chr2:2571762-2571777	5	1.100	N
Chr2:2572407-2572422	8	2.734	N
Chr2:2574600-2574607	2	1.000	22
Chr2:2577766-2577781	1	0.029	24
Chr2:2578897-2578911	14	1.642	N
Chr2:2580043-2580730	39	37.401	24
Chr2:2582780-2582794	1	1.000	23
Chr2:2584079-2584095	3	2.500	N
Chr2:2587335-2587349	12	5.250	N
Chr2:2587729-2588261	70	69.503	N
Chr2:2590803-2590944	43	16.478	24
Chr2:2591159-2591188	4	3.059	N
Chr2:2591597-2591648	7	4.667	N
Chr2:2591862-2592002	28	24.996	24
Chr2:2597740-2597798	4	4.000	N
Chr2:2598220-2598377	24	13.750	24
Chr2:2599241-2599254	3	0.750	N
Chr2:2600001-2600011	0	0.000	N
Chr2:2600300-2600523	6	6.000	24
Chr2:2600891-2601237	30	30.000	24
Chr2:2601524-2601805	0	0.000	N
Chr2:2602357-2603787	45	44.100	24
Chr2:2604050-2606901	417	383.932	24
Chr2:2607391-2607573	3	3.000	24
Chr2:2607812-2608130	57	55.564	24
Chr2:2608831-2609155	72	26.662	24
Chr2:2610803-2610882	0	0.000	N
Chr2:2614859-2614872	1	0.167	N
Chr2:2617435-2617502	4	2.500	N
Chr2:2617814-2617831	1	1.000	24
Chr2:2620408-2620424	5	2.917	N
Chr2:2623584-2623589	0	0.000	N
Chr2:2624683-2624762	1	0.500	24
Chr2:2628280-2628498	11	5.833	24
Chr2:2629287-2629303	1	0.077	N
Chr2:2632015-2632038	0	0.000	N
Chr2:2632439-2632449	1	0.500	24
Chr2:2635307-2635321	31	26.899	N
Chr2:2636407-2636448	18	8.194	24
Chr2:2636858-2636926	18	9.839	24
Chr2:2638833-2639693	72	37.886	24
Chr2:2643699-2643727	3	1.167	24
Chr2:2648921-2648966	1	0.500	24
Chr2:2652343-2652380	8	4.000	23
Chr2:2652778-2653108	39	36.091	24
Chr2:2653465-2653609	5	4.200	N
Chr2:2653965-2654050	14	6.083	24
Chr2:2654514-2654536	1	1.000	23
Chr2:2655004-2655128	21	9.097	24
Chr2:2655558-2655943	20	9.310	24
Chr2:2656194-2656218	6	6.000	24
Chr2:2660745-2660765	2	1.000	N
Chr2:2664348-2664348	0	0.000	N
Chr2:2664807-2664861	14	7.000	24
Chr2:2665290-2665357	6	2.300	23
Chr2:2666962-2666985	8	3.361	N
Chr2:2667203-2667403	9	1.514	N
Chr2:2671383-2671495	2	0.533	24
Chr2:2686336-2686355	3	1.643	22
Chr2:2688152-2688185	5	2.333	24
Chr2:2689096-2689306	3	1.112	24
Chr2:2690011-2690027	20	9.318	N
Chr2:2690232-2690375	0	0.000	N
Chr2:2692603-2692621	1	0.062	24
Chr2:2696445-2696480	1	1.000	24
Chr2:2698789-2698799	0	0.000	N
Chr2:2701519-2701533	0	0.000	N
Chr2:2703810-2703813	1	1.000	23
Chr2:2704098-2704112	11	10.111	N
Chr2:2707876-2707899	5	0.157	24
Chr2:2710979-2711109	9	3.000	24
Chr2:2720372-2720536	4	2.667	24
Chr2:2723328-2723333	1	1.000	24
Chr2:2724916-2724929	2	0.833	N
Chr2:2725619-2725682	4	2.667	23
Chr2:2726978-2726993	12	2.417	N
Chr2:2727914-2727935	2	0.533	24
Chr2:2729419-2729528	3	0.429	24
Chr2:2730717-2731176	42	40.001	24
Chr2:2732607-2732651	6	4.667	23
Chr2:2732869-2732917	9	5.917	N
Chr2:2733236-2733252	0	0.000	N
Chr2:2733393-2733542	0	0.000	N
Chr2:2734050-2734354	11	8.059	23
Chr2:2734936-2735186	39	15.495	24
Chr2:2738366-2738369	0	0.000	N
Chr2:2739015-2739253	11	6.017	24
Chr2:2739677-2739704	7	0.865	24
Chr2:2740309-2740332	3	2.333	N
Chr2:2740890-2740905	1	0.167	N
Chr2:2743222-2743239	172	99.210	N
Chr2:2743618-2743821	6	6.000	24
Chr2:2744096-2744212	31	21.167	24
Chr2:2744923-2744945	1	0.250	23
Chr2:2746100-2746100	1	0.043	24
Chr2:2748146-2748197	2	2.000	24
Chr2:2748624-2748639	3	1.583	N
Chr2:2749257-2749271	10	3.333	N
Chr2:2750074-2750167	446	120.509	N
Chr2:2750523-2750535	0	0.000	N
Chr2:2753396-2753415	2	2.000	23
Chr2:2755037-2755040	0	0.000	N
Chr2:2755943-2755954	2	2.000	23
Chr2:2757408-2757418	1	1.000	24
Chr2:2758359-2758378	61	47.885	N
Chr2:2758977-2759096	0	0.000	N
Chr2:2760723-2760769	13	13.000	24
Chr2:2762712-2762776	9	8.100	N
Chr2:2763153-2763172	0	0.000	N
Chr2:2764488-2764513	1	1.000	21
Chr2:2765131-2765436	2	2.000	N
Chr2:2766017-2766060	4	4.000	24
Chr2:2766641-2766663	6	2.666	24
Chr2:2769006-2769199	1	1.000	24
Chr2:2771858-2771932	289	50.315	N
Chr2:2774990-2774999	1	1.000	21
Chr2:2781598-2781628	13	0.790	24
Chr2:2786208-2786222	0	0.000	N
Chr2:2789939-2789957	4	1.067	N
Chr2:2795929-2796011	1	1.000	24
Chr2:2802120-2802135	23	10.060	N
Chr2:2807849-2807864	1	0.333	N
Chr2:2810192-2810208	7	0.875	N
Chr2:2811787-2811802	347	51.738	N
Chr2:2815538-2815553	2	0.292	N
Chr2:2817950-2817968	1	1.000	23
Chr2:2820532-2820830	30	5.289	24
Chr2:2825553-2825574	2	2.000	N
Chr2:2828064-2828079	2	0.583	22
Chr2:2829786-2829807	7	3.250	24
Chr2:2830138-2830143	3	0.322	24
Chr2:2841535-2841559	9	1.615	24
Chr2:2843471-2843485	7	1.500	N
Chr2:2843856-2843911	4	4.000	24
Chr2:2844261-2844447	20	11.352	24
Chr2:2844679-2844711	5	4.333	23
Chr2:2847425-2847440	19	3.467	N
Chr2:2849395-2849545	5	5.000	24
Chr2:2850051-2850070	3	2.500	22
Chr2:2850328-2850350	2	1.333	24
Chr2:2850671-2850692	1	0.250	24
Chr2:2852014-2852329	37	31.450	24
Chr2:2852543-2852611	0	0.000	N
Chr2:2853328-2853461	42	41.500	23
Chr2:2853814-2853843	9	2.591	23
Chr2:2854225-2854292	7	4.667	24
Chr2:2856223-2856246	4	0.133	24
Chr2:2857339-2857419	0	0.000	N
Chr2:2867889-2867933	21	11.283	23
Chr2:2870529-2870629	3	1.500	24
Chr2:2875601-2875721	0	0.000	N
Chr2:2876642-2876648	0	0.000	N
Chr2:2876970-2876984	18	11.867	N
Chr2:2878397-2878398	1	0.333	24
Chr2:2879038-2879169	4	4.000	N
Chr2:2880083-2880085	0	0.000	N
Chr2:2882732-2882759	7	6.500	N
Chr2:2886009-2886218	12	8.666	N
Chr2:2888318-2888333	2	0.286	N
Chr2:2890078-2890099	3	0.667	24
Chr2:2891411-2891433	2	2.000	21
Chr2:2892052-2892325	84	39.203	N
Chr2:2892764-2892803	9	5.167	23
Chr2:2894257-2894468	4	3.167	N
Chr2:2895156-2895170	1	0.200	N
Chr2:2897989-2898005	4	0.810	N
Chr2:2902330-2902560	50	17.750	24
Chr2:2904423-2904427	1	0.500	23
Chr2:2906962-2907180	39	9.699	24
Chr2:2908555-2908591	6	6.000	23
Chr2:2911750-2911751	0	0.000	N
Chr2:2912499-2912508	3	3.000	24
Chr2:2914756-2914770	1	0.111	N
Chr2:2915382-2915397	5	1.766	N
Chr2:2915845-2915868	9	5.500	24
Chr2:2919161-2919399	8	8.000	24
Chr2:2919719-2919721	2	2.000	24
Chr2:2922886-2922898	0	0.000	N
Chr2:2923491-2923724	49	41.665	23
Chr2:2923999-2924023	4	3.250	N
Chr2:2932628-2932657	3	3.000	24
Chr2:2934361-2934370	1	0.200	N
Chr2:2936434-2936449	23	4.414	N
Chr2:2938356-2938555	26	8.666	N
Chr2:2938757-2938767	1	0.333	N
Chr2:2943861-2943875	2	2.000	N
Chr2:2945520-2945666	5	3.225	N
Chr2:2946745-2946782	4	4.000	N
Chr2:2947241-2947248	1	1.000	23
Chr2:2949723-2949908	39	10.585	N
Chr2:2951011-2951018	2	2.000	24
Chr2:2952346-2952580	11	8.500	23
Chr2:2953615-2953637	0	0.000	N
Chr2:2961278-2961771	30	21.225	24
Chr2:2962414-2962636	7	4.900	24
Chr2:2962941-2964168	247	72.445	24
Chr2:2964962-2965093	15	3.433	24
Chr2:2965520-2965699	4	0.766	23
Chr2:2966086-2966236	18	11.034	24
Chr2:2972650-2972665	17	17.000	N
Chr2:2973037-2973083	28	14.333	24
Chr2:2974405-2974643	55	31.834	24
Chr2:2977669-2977684	6	2.222	N
Chr2:2979404-2979421	31	25.088	N
Chr2:2980083-2980408	32	31.002	23
Chr2:2980617-2980768	11	5.599	N
Chr2:2981958-2981972	0	0.000	N
Chr2:2983052-2983062	0	0.000	N
Chr2:2983972-2984021	4	4.000	24
Chr2:2985126-2985742	57	38.914	24
Chr2:3008419-3008437	2	2.000	23
Chr2:3012514-3012518	2	1.250	N
Chr2:3013504-3013581	15	5.149	24
Chr2:3014270-3014817	68	13.416	24
Chr2:3015049-3015745	75	20.055	24
Chr2:3015964-3016207	22	1.782	N
Chr2:3017355-3017548	6	0.584	24
Chr2:3018355-3018435	6	1.611	23
Chr2:3019847-3021190	54	7.598	24
Chr2:3021494-3021548	7	0.142	21
Chr2:3021786-3021908	5	1.382	23
Chr2:3022158-3022998	59	8.372	24
Chr2:3023435-3023622	43	20.700	24
Chr2:3024141-3024258	15	7.455	23
Chr2:3024971-3025057	37	18.334	24
Chr2:3026670-3026684	1	0.200	N
Chr2:3028622-3028644	0	0.000	N
Chr2:3037639-3037653	1	0.250	N
Chr2:3044879-3044908	5	5.000	24
Chr2:3054094-3054114	6	5.000	22
Chr2:3057324-3058614	112	80.517	24
Chr2:3058969-3059031	2	2.000	22
Chr2:3059386-3059406	6	5.500	24
Chr2:3059708-3059773	6	6.000	24
Chr2:3060888-3061600	232	52.803	24
Chr2:3061840-3062115	18	5.153	24
Chr2:3063338-3063404	2	1.500	21
Chr2:3064932-3065043	10	2.067	24
Chr2:3065534-3065568	4	3.250	N
Chr2:3065901-3066038	5	2.211	24
Chr2:3066639-3066763	5	2.077	24
Chr2:3067798-3067810	2	2.000	22
Chr2:3068783-3068798	3	0.429	N
Chr2:3069358-3069358	1	1.000	24
Chr2:3069984-3070090	8	3.866	23
Chr2:3071025-3071039	6	1.952	N
Chr2:3071270-3071314	6	1.984	24
Chr2:3072179-3072286	14	3.028	24
Chr2:3072930-3072953	3	0.917	23
Chr2:3073315-3074271	64	18.522	24
Chr2:3075020-3075106	10	3.473	24
Chr2:3075910-3075916	1	1.000	24
Chr2:3078700-3078715	3	2.250	N
Chr2:3079316-3079341	4	4.000	24
Chr2:3084666-3084819	3	3.000	23
Chr2:3095891-3095914	1	0.071	24
Chr2:3099276-3099339	1	0.200	24
Chr2:3099796-3099810	4	0.400	N
Chr2:3100283-3100298	25	5.822	N
Chr2:3101450-3101457	0	0.000	N
Chr2:3102282-3102354	1	0.500	24
Chr2:3102638-3102661	0	0.000	N
Chr2:3103342-3103362	0	0.000	N
Chr2:3103771-3103943	9	4.055	N
Chr2:3105264-3105290	4	3.167	23
Chr2:3105905-3105920	114	19.129	N
Chr2:3106604-3106612	2	0.139	N
Chr2:3110454-3110693	6	3.950	24
Chr2:3110898-3111281	25	24.250	24
Chr2:3111614-3111739	2	2.000	22
Chr2:3113152-3113159	0	0.000	N
Chr2:3114319-3114319	1	1.000	21
Chr2:3116385-3116410	1	0.250	21
Chr2:3116590-3116646	1	1.000	23
Chr2:3116967-3116993	1	1.000	24
Chr2:3117778-3117787	1	1.000	23
Chr2:3118307-3118310	3	1.417	N
Chr2:3119504-3119692	32	10.758	N
Chr2:3120033-3120287	7	7.000	N
Chr2:3124586-3124602	34	11.659	N
Chr2:3131786-3131801	7	1.567	N
Chr2:3134574-3134590	0	0.000	N
Chr2:3135393-3135469	3	2.333	N
Chr2:3136441-3136454	1	1.000	22
Chr2:3139390-3139405	1	0.071	24
Chr2:3144154-3144156	4	0.070	N
Chr2:3146404-3146419	7	0.734	N
Chr2:3148656-3148738	37	11.385	24
Chr2:3149011-3149027	56	23.750	N
Chr2:3151300-3151322	2	2.000	24
Chr2:3155815-3155861	30	8.193	24
Chr2:3156770-3156778	1	1.000	23
Chr2:3158921-3158935	7	1.750	N
Chr2:3169041-3169067	2	1.500	N
Chr2:3170926-3170942	14	10.667	N
Chr2:3175047-3175232	19	11.867	23
Chr2:3180288-3180307	2	2.000	24
Chr2:3181022-3181064	4	4.000	N
Chr2:3186425-3186449	2	2.000	23
Chr2:3186756-3186866	4	1.333	N
Chr2:3187176-3188636	56	22.786	N
Chr2:3189005-3189019	4	2.000	N
Chr2:3190136-3190531	15	8.718	24
Chr2:3191398-3191800	37	6.815	24
Chr2:3192091-3192436	16	9.691	24
Chr2:3193423-3193636	6	4.286	24
Chr2:3193945-3194029	9	3.232	N
Chr2:3194511-3194576	5	1.218	23
Chr2:3194903-3195553	39	5.561	24
Chr2:3195978-3196001	1	1.000	24
Chr2:3196326-3196445	6	2.155	23
Chr2:3196980-3197273	6	5.500	24
Chr2:3197728-3197869	55	1.161	24
Chr2:3198428-3198476	4	2.000	23
Chr2:3206502-3206516	16	2.000	N
Chr2:3211045-3211066	1	1.000	24
Chr2:3211461-3211469	1	1.000	24
Chr2:3212561-3212574	0	0.000	N
Chr2:3212908-3212931	4	0.751	N
Chr2:3213158-3213191	7	4.729	24
Chr2:3214335-3214350	23	4.908	N
Chr2:3215599-3215608	0	0.000	N
Chr2:3216773-3216893	28	15.154	24
Chr2:3217318-3217331	3	1.500	N
Chr2:3218396-3218419	6	2.033	N
Chr2:3222842-3223011	13	6.167	24
Chr2:3227546-3227610	4	0.458	N
Chr2:3229293-3229305	4	0.236	N
Chr2:3230964-3230971	2	2.000	N
Chr2:3239648-3239758	73	14.768	N
Chr2:3241735-3241751	4	0.800	N
Chr2:3244598-3244714	5	1.666	N
Chr2:3245727-3245743	4	1.333	N
Chr2:3246587-3246639	8	2.666	N
Chr2:3246900-3246918	2	0.500	N
Chr2:3247308-3247340	10	3.250	N
Chr2:3247640-3247640	6	2.584	N
Chr2:3247973-3248537	23	9.168	N
Chr2:3248975-3249126	9	4.500	N
Chr2:3249332-3249346	8	1.600	N
Chr2:3249720-3249831	4	1.333	23
Chr2:3250478-3250948	108	28.847	N
Chr2:3251161-3251182	0	0.000	N
Chr2:3251477-3252352	230	60.099	N
Chr2:3253760-3254270	27	9.833	24
Chr2:3254484-3254486	0	0.000	N
Chr2:3255829-3255939	2643	1025.220	N
Chr2:3257105-3257120	13	1.945	N
Chr2:3258736-3258767	7	3.500	24
Chr2:3262305-3262310	1	0.500	24
Chr2:3262733-3262760	4	2.000	N
Chr2:3263751-3263767	3	1.500	21
Chr2:3264707-3264753	49	16.332	24
Chr2:3267157-3267255	2	1.000	24
Chr2:3267867-3267899	3	1.000	24
Chr2:3268688-3268897	41	19.069	N
Chr2:3269323-3269679	6	2.500	N
Chr2:3269992-3270064	9	3.083	N
Chr2:3270654-3270731	6	2.666	N
Chr2:3271705-3271719	0	0.000	N
Chr2:3273548-3273562	10	2.250	N
Chr2:3274255-3274324	21	10.500	N
Chr2:3275984-3276200	8	4.000	N
Chr2:3276440-3276790	50	21.365	N
Chr2:3278039-3278210	4	2.000	N
Chr2:3280774-3281072	145	52.678	N
Chr2:3283124-3283145	8	4.000	N
Chr2:3290935-3290983	73	15.242	N
Chr2:3296340-3296354	0	0.000	N
Chr2:3297432-3297446	2	1.000	N
Chr2:3299609-3299638	6	3.000	N
Chr2:3301133-3301154	2	1.000	24
Chr2:3303032-3303484	182	84.011	N
Chr2:3303691-3304130	56	15.243	N
Chr2:3305625-3305625	0	0.000	N
Chr2:3306056-3306466	8	4.000	N
Chr2:3307254-3307315	0	0.000	N
Chr2:3307750-3307763	7	1.228	N
Chr2:3308081-3308213	1	0.500	24
Chr2:3308975-3308998	1	0.500	24
Chr2:3309257-3309480	2	1.000	22
Chr2:3309850-3309872	1	0.500	21
Chr2:3310527-3311119	7	3.333	N
Chr2:3311365-3311570	47	22.165	N
Chr2:3311803-3312015	39	19.040	N
Chr2:3312374-3312382	3	1.500	N
Chr2:3312737-3313036	111	55.334	N
Chr2:3313263-3313348	4	4.000	N
Chr2:3313568-3314253	158	35.202	N
Chr2:3314468-3315025	52	43.794	N
Chr2:3317193-3317274	4	1.833	N
Chr2:3318422-3318435	1	0.500	24
Chr2:3319252-3319263	0	0.000	N
Chr2:3319603-3319617	0	0.000	N
Chr2:3319847-3319957	2	1.000	N
Chr2:3320315-3320523	3	1.500	24
Chr2:3320992-3321230	1	0.500	24
Chr2:3321635-3321681	3	1.500	N
Chr2:3321948-3321956	1	0.500	22
Chr2:3325004-3325004	0	0.000	N
Chr2:3328672-3328742	30	12.432	N
Chr2:3330667-3330689	4	1.333	N
Chr2:3331578-3332067	686	233.034	N
Chr2:3332380-3332397	5	4.500	N
Chr2:3332685-3332969	75	33.600	N
Chr2:3333381-3333482	13	6.500	N
Chr2:3333692-3333794	6	3.000	N
Chr2:3334443-3334524	1	0.500	23
Chr2:3334839-3334854	3	1.500	N
Chr2:3335557-3335578	5	4.500	N
Chr2:3335946-3335972	54	11.335	N
Chr2:3336588-3336930	16	4.810	N
Chr2:3337594-3337618	5	2.500	23
Chr2:3338050-3338072	0	0.000	N
Chr2:3338384-3338562	47	23.082	N
Chr2:3339021-3339073	10	0.833	N
Chr2:3339633-3339651	1	0.500	23
Chr2:3340997-3341012	2	1.000	22
Chr2:3342055-3342059	3	0.767	N
Chr2:3343023-3343124	2	0.700	N
Chr2:3344134-3344175	2	1.000	23
Chr2:3344628-3344648	0	0.000	N
Chr2:3346369-3346383	11	2.750	N
Chr2:3347004-3347121	7	2.333	N
Chr2:3347382-3347549	10	5.000	N
Chr2:3347755-3347802	4	1.667	N
Chr2:3349180-3349221	18	3.422	N
Chr2:3349523-3349527	2	1.000	N
Chr2:3350916-3350966	4	2.000	N
Chr2:3351872-3351872	3	1.000	N
Chr2:3353003-3353057	2	1.000	22
Chr2:3353388-3353408	0	0.000	N
Chr2:3354804-3354808	1	0.500	N
Chr2:3358289-3358680	5	2.500	24
Chr2:3359161-3359463	4	2.500	N
Chr2:3359932-3359953	2	1.000	22
Chr2:3361430-3361644	4	2.500	N
Chr2:3362149-3364256	263	118.324	N
Chr2:3365925-3366056	0	0.000	N
Chr2:3368344-3368356	3	0.833	N
Chr2:3368728-3368757	6	1.417	N
Chr2:3369104-3369504	122	30.195	N
Chr2:3369716-3369740	2	0.500	23
Chr2:3373838-3373859	0	0.000	N
Chr2:3375886-3375900	0	0.000	N
Chr2:3377812-3377858	14	6.749	N
Chr2:3378123-3378141	3	3.000	N
Chr2:3378925-3378963	5	1.560	N
Chr2:3381040-3381103	1	0.333	24
Chr2:3383334-3383496	8	4.000	N
Chr2:3384045-3384060	0	0.000	N
Chr2:3384323-3384337	24	6.158	N
Chr2:3385595-3385725	93	22.952	N
Chr2:3386249-3386896	47	14.702	N
Chr2:3387632-3387633	1	0.500	N
Chr2:3388287-3388587	20	9.416	N
Chr2:3388946-3389203	7	3.667	N
Chr2:3389566-3389576	1	0.500	21
Chr2:3389999-3390127	3	1.333	N
Chr2:3390632-3391093	24	10.934	N
Chr2:3391455-3391469	7	3.500	N
Chr2:3391953-3391971	141	36.660	N
Chr2:3392194-3392451	102	29.254	N
Chr2:3394501-3394737	30	8.583	N
Chr2:3396412-3396436	6	3.000	N
Chr2:3397099-3397110	0	0.000	N
Chr2:3397324-3397704	15	7.751	N
Chr2:3397915-3398225	19	7.300	N
Chr2:3398469-3398487	1	0.500	21
Chr2:3398797-3398907	5	1.050	N
Chr2:3399146-3399843	171	41.365	N
Chr2:3400132-3400212	4	2.500	N
Chr2:3400544-3400567	8	2.834	N
Chr2:3401042-3401316	8	4.000	N
Chr2:3402275-3402394	2	0.667	22
Chr2:3403400-3403423	2	0.667	N
Chr2:3404303-3404319	3	1.000	N
Chr2:3409792-3409869	2	1.000	N
Chr2:3411095-3411129	15	4.476	N
Chr2:3411431-3411829	2	1.000	23
Chr2:3412080-3412094	2	1.000	N
Chr2:3412764-3412781	0	0.000	N
Chr2:3413882-3413987	29	13.833	N
Chr2:3414855-3414879	10	5.343	N
Chr2:3415872-3416094	7	3.500	N
Chr2:3418001-3418635	58	28.832	N
Chr2:3418878-3418892	7	0.962	N
Chr2:3419273-3419296	1	0.333	N
Chr2:3419643-3419662	3	1.500	N
Chr2:3420105-3420185	10	5.000	N
Chr2:3420529-3420582	3	1.500	N
Chr2:3421018-3421041	4	2.000	N
Chr2:3422615-3422639	5	2.500	N
Chr2:3423345-3423349	1	0.500	24
Chr2:3423553-3423567	1	0.333	N
Chr2:3423787-3424033	21	10.500	N
Chr2:3425277-3425301	3	1.000	N
Chr2:3425783-3425791	1	0.500	22
Chr2:3426142-3426172	93	45.337	N
Chr2:3427236-3427504	79	15.658	N
Chr2:3427765-3427777	2	1.000	N
Chr2:3432669-3432899	15	6.575	N
Chr2:3434175-3434189	2	0.333	N
Chr2:3435926-3435943	39	7.925	N
Chr2:3437243-3437248	2	0.667	N
Chr2:3437549-3437732	185	60.236	N
Chr2:3438658-3438666	2	1.000	24
Chr2:3439101-3439115	16	5.333	N
Chr2:3441804-3441835	9	4.500	N
Chr2:3442880-3442900	6	1.800	N
Chr2:3443475-3443497	7	3.200	N
Chr2:3443839-3444608	280	134.820	N
Chr2:3447942-3448016	14	7.000	N
Chr2:3448263-3448342	9	3.667	N
Chr2:3448968-3449182	14	7.000	N
Chr2:3449636-3449659	4	1.833	N
Chr2:3450097-3450113	4	2.000	N
Chr2:3450688-3451371	39	17.117	N
Chr2:3451572-3452103	47	24.501	N
Chr2:3452977-3453060	99	24.384	N
Chr2:3457949-3457977	0	0.000	N
Chr2:3461981-3462153	178	85.298	N
Chr2:3462664-3462678	5	0.357	N
Chr2:3467247-3467491	225	111.668	N
Chr2:3467879-3468729	331	115.585	N
Chr2:3470349-3470485	11	5.500	N
Chr2:3470727-3470743	2	0.833	N
Chr2:3471370-3471387	2	1.000	N
Chr2:3471856-3472135	19	7.344	N
Chr2:3472608-3472630	5	2.500	21
Chr2:3473658-3473691	37	18.500	N
Chr2:3482383-3482398	3	0.700	N
Chr2:3483927-3483945	6	1.333	N
Chr2:3489260-3489305	3	1.250	N
Chr2:3489496-3489688	291	96.146	N
Chr2:3492692-3492709	2	0.667	N
Chr2:3492961-3492975	7	2.333	N
Chr2:3494349-3494514	78	25.826	N
Chr2:3494720-3495115	1109	544.963	N
Chr2:3495442-3496532	565	170.743	N
Chr2:3497358-3497868	71	24.119	N
Chr2:3498424-3498449	0	0.000	N
Chr2:3500104-3500122	66	33.165	N
Chr2:3501322-3501330	2	0.833	N
Chr2:3502121-3502147	3	1.500	N
Chr2:3502502-3502524	8	3.666	N
Chr2:3502912-3502928	3	0.750	N
Chr2:3503375-3503672	125	30.675	N
Chr2:3503884-3504070	13	2.721	N
Chr2:3505075-3505097	2	0.500	N
Chr2:3508007-3508027	0	0.000	N
Chr2:3512055-3512078	5	4.500	24
Chr2:3513038-3513347	61	58.420	24
Chr2:3513606-3513688	14	10.751	24
Chr2:3517309-3517394	2	1.000	21
Chr2:3517697-3517712	11	3.542	N
Chr2:3521269-3521351	5	2.917	23
Chr2:3521707-3521825	4	2.167	N
Chr2:3522515-3522537	3	3.000	23
Chr2:3527322-3527347	2	0.643	N
Chr2:3527962-3528327	53	40.439	N
Chr2:3528653-3528722	17	6.584	24
