#Locus	Reads	Rep-total	DicerCall
Chr1:17844059-17844291	12	7.000	24
Chr1:17844590-17845239	23	13.117	24
Chr1:17845991-17846226	15	15.000	24
Chr1:17846658-17846693	1	1.000	23
Chr1:17847985-17848057	1	1.000	21
Chr1:17848294-17848309	6	0.791	N
Chr1:17856270-17856476	17	17.000	24
Chr1:17856806-17856821	0	0.000	N
Chr1:17858815-17858821	8	6.643	N
Chr1:17861071-17861351	17	17.000	24
Chr1:17863127-17863231	80	80.000	24
Chr1:17868163-17868179	4	4.000	N
Chr1:17869017-17869035	94	26.029	N
Chr1:17873837-17874337	35	33.751	24
Chr1:17878194-17878208	0	0.000	N
Chr1:17883709-17883724	2	0.567	N
Chr1:17890552-17890634	1	1.000	21
Chr1:17891435-17891455	0	0.000	N
Chr1:17899050-17899197	20	20.000	23
Chr1:17900393-17900874	7	1.343	24
Chr1:17901136-17901362	6	3.181	24
Chr1:17901644-17901950	4	1.459	N
Chr1:17905684-17905698	0	0.000	N
Chr1:17910036-17910050	3	0.750	N
Chr1:17910854-17910956	4	4.000	N
Chr1:17926756-17926772	4	1.200	N
Chr1:17936932-17937985	49	15.190	24
Chr1:17939009-17939206	7	2.052	24
Chr1:17942323-17942338	8	1.453	N
Chr1:17953611-17953623	4	0.933	N
Chr1:17958485-17958501	9	5.417	N
Chr1:17959336-17959350	0	0.000	N
Chr1:17961228-17961275	2	2.000	24
Chr1:17961511-17961631	22	22.000	23
Chr1:17972406-17972421	495	303.781	N
Chr1:17978887-17979066	50	49.500	24
Chr1:17980161-17980184	2	2.000	24
Chr1:17983725-17983738	2	0.333	N
Chr1:17984998-17985012	0	0.000	N
Chr1:17989873-17989887	1	1.000	N
Chr1:17992946-17992961	3	1.000	N
Chr1:17996131-17996144	7	2.500	N
Chr1:18002190-18002678	32	15.482	24
Chr1:18003156-18003205	2	0.667	24
Chr1:18003812-18003866	3	1.000	24
Chr1:18004375-18004591	4	2.000	24
Chr1:18005013-18005166	3	1.167	N
Chr1:18005757-18005936	7	3.500	24
Chr1:18006716-18007387	50	26.000	24
Chr1:18010232-18010416	31	28.250	23
Chr1:18013232-18013633	62	4.483	24
Chr1:18013835-18014158	4	0.889	23
Chr1:18014801-18015655	6	0.786	24
Chr1:18016437-18016446	1	0.143	24
Chr1:18017167-18017353	2	0.333	23
Chr1:18017742-18018420	73	5.365	24
Chr1:18019635-18019942	62	61.498	24
Chr1:18020717-18020798	1	1.000	24
Chr1:18021016-18021325	5	5.000	24
Chr1:18022603-18022703	4	3.500	23
Chr1:18026789-18027049	6	2.000	20
Chr1:18029236-18029356	11	10.250	23
Chr1:18033332-18033356	1	1.000	22
Chr1:18033561-18034056	31	28.201	24
Chr1:18047926-18048426	100	100.000	24
Chr1:18053343-18053357	2	1.111	N
Chr1:18053788-18053848	1	1.000	24
Chr1:18054677-18054804	1	1.000	23
Chr1:18055791-18056108	50	49.000	24
Chr1:18065116-18065130	0	0.000	N
Chr1:18078643-18078670	0	0.000	N
Chr1:18079145-18079160	52	35.698	N
Chr1:18084197-18084222	2	2.000	23
Chr1:18088261-18088322	6	6.000	24
Chr1:18088617-18089273	31	12.009	24
Chr1:18089499-18089633	0	0.000	N
Chr1:18090124-18090147	1	1.000	24
Chr1:18092674-18092689	0	0.000	N
Chr1:18093600-18093601	0	0.000	N
Chr1:18093922-18093930	1	0.500	N
Chr1:18094344-18094359	0	0.000	N
Chr1:18094884-18095226	5	4.200	24
Chr1:18095482-18096346	33	27.647	24
Chr1:18098709-18098792	42	8.686	N
Chr1:18110811-18111368	111	71.340	N
Chr1:18111621-18111631	0	0.000	N
Chr1:18116774-18116788	3	3.000	N
Chr1:18122219-18122240	1	1.000	22
Chr1:18126691-18126957	12	4.122	23
Chr1:18130387-18131048	14	11.726	24
Chr1:18131885-18132040	16	16.000	24
Chr1:18135616-18135669	103	4.130	N
Chr1:18135994-18136115	35	26.481	24
Chr1:18143396-18143404	2	0.225	N
Chr1:18151912-18151928	0	0.000	N
Chr1:18155803-18155826	4	3.200	N
Chr1:18156205-18156219	3	0.396	N
Chr1:18157432-18157675	3	2.200	N
Chr1:18158494-18158507	1	0.333	24
Chr1:18158997-18159020	1	0.500	24
Chr1:18159302-18159488	5	2.500	24
Chr1:18159745-18159766	0	0.000	N
Chr1:18159995-18160049	2	1.250	N
Chr1:18160876-18160894	1	0.333	24
Chr1:18161243-18161365	0	0.000	N
Chr1:18163020-18163231	0	0.000	N
Chr1:18163455-18163476	1	1.000	23
Chr1:18163762-18164168	15	12.726	24
Chr1:18164522-18165032	23	22.333	24
Chr1:18165283-18165877	37	37.000	24
Chr1:18167275-18167291	0	0.000	N
Chr1:18189690-18189713	0	0.000	N
Chr1:18192007-18192021	0	0.000	N
Chr1:18192385-18192407	0	0.000	N
Chr1:18192683-18192822	7	7.000	N
Chr1:18201037-18201051	2	0.833	N
Chr1:18209725-18209727	4	1.729	N
Chr1:18211569-18211820	56	47.998	24
Chr1:18212455-18212485	0	0.000	N
Chr1:18213817-18214577	43	39.367	24
Chr1:18217444-18217468	2	2.000	N
Chr1:18218533-18218685	47	12.920	N
Chr1:18224781-18224812	6	5.000	24
Chr1:18230524-18230552	7	1.126	N
Chr1:18243663-18243678	8	1.000	N
Chr1:18244891-18244896	1	0.077	N
Chr1:18247746-18247762	11	4.833	N
Chr1:18262769-18262783	1	0.200	N
Chr1:18265400-18265414	0	0.000	N
Chr1:18269697-18269817	21	21.000	24
Chr1:18270037-18270073	2	2.000	21
Chr1:18270382-18270558	17	10.532	24
Chr1:18271385-18271583	11	5.604	N
Chr1:18272000-18272085	65	65.000	24
Chr1:18272874-18272888	4	0.889	N
Chr1:18281959-18281965	2	2.000	23
Chr1:18282205-18282342	2	1.500	22
Chr1:18287249-18287604	20	13.514	24
Chr1:18289035-18289074	4	4.000	24
Chr1:18291648-18291664	3	0.540	N
Chr1:18297013-18297028	1	0.250	N
Chr1:18297462-18297787	117	66.433	24
Chr1:18300273-18300517	9	1.093	24
Chr1:18301069-18301336	7	1.706	24
Chr1:18301606-18301827	0	0.000	N
Chr1:18302283-18302619	7	6.334	24
Chr1:18303333-18303509	4	4.000	24
Chr1:18304053-18304143	0	0.000	N
Chr1:18304430-18304539	71	71.000	24
Chr1:18308485-18308530	0	0.000	N
Chr1:18308903-18308986	79	2.773	N
Chr1:18320619-18321213	20	9.236	24
Chr1:18321531-18321540	1	1.000	N
Chr1:18321795-18322284	6	5.167	N
Chr1:18325104-18325294	40	38.348	24
Chr1:18325714-18325936	5	4.167	N
Chr1:18326504-18326519	20	4.952	N
Chr1:18329380-18329397	0	0.000	N
Chr1:18337830-18337844	1	0.143	N
Chr1:18338331-18338391	14	14.000	24
Chr1:18338677-18338806	3	2.500	23
Chr1:18339166-18339303	2	2.000	N
Chr1:18339856-18339932	6	6.000	24
Chr1:18342096-18342226	14	14.000	24
Chr1:18347951-18347991	2	0.500	N
Chr1:18351700-18351715	0	0.000	N
Chr1:18355943-18355956	18	5.150	N
Chr1:18365438-18365453	12	7.180	N
Chr1:18372948-18372964	0	0.000	N
Chr1:18373303-18373318	15	11.166	N
Chr1:18375484-18375498	3	0.618	N
Chr1:18379786-18379795	0	0.000	N
Chr1:18380235-18381152	58	24.412	N
Chr1:18385114-18385133	0	0.000	N
Chr1:18386397-18387556	70	22.617	24
Chr1:18387802-18387858	197	31.835	N
Chr1:18388765-18389072	18	9.619	N
Chr1:18390876-18390899	1	1.000	23
Chr1:18398372-18398406	5	4.091	24
Chr1:18398638-18398676	3	2.083	N
Chr1:18411342-18411569	8	8.000	N
Chr1:18412097-18412107	1	1.000	N
Chr1:18415293-18415422	22	20.999	24
Chr1:18420922-18421091	7	6.044	24
Chr1:18422266-18422282	10	2.254	N
Chr1:18424674-18424738	14	11.757	N
Chr1:18428003-18428096	116	111.917	N
Chr1:18436403-18436417	6	1.393	N
Chr1:18437237-18437328	3	3.000	24
Chr1:18437930-18438116	10	10.000	24
Chr1:18444623-18444636	0	0.000	N
Chr1:18449637-18449963	8	3.917	24
Chr1:18450332-18450478	1	1.000	21
Chr1:18456815-18457671	328	319.734	24
Chr1:18458164-18458261	0	0.000	N
Chr1:18459408-18459422	1	1.000	N
Chr1:18468814-18468829	0	0.000	N
Chr1:18472594-18472608	3	0.833	N
Chr1:18473763-18473778	11	2.363	N
Chr1:18480018-18480032	4	0.708	N
Chr1:18480748-18480766	9	4.500	N
Chr1:18482200-18482214	2	2.000	N
Chr1:18492709-18492723	3	0.231	N
Chr1:18493662-18494068	33	32.000	24
Chr1:18496870-18496886	2	0.393	N
Chr1:18504793-18505021	3	2.047	N
Chr1:18506846-18506869	1	1.000	24
Chr1:18507195-18507275	1	1.000	24
Chr1:18515272-18515280	0	0.000	N
Chr1:18517179-18517182	1	0.100	N
Chr1:18532057-18532072	35	10.167	N
Chr1:18548116-18548390	33	4.208	24
Chr1:18548882-18548899	3	1.333	N
Chr1:18549250-18549978	957	898.144	21
Chr1:18550404-18550426	0	0.000	N
Chr1:18551603-18551698	2	1.143	24
Chr1:18552040-18552065	1	0.500	24
Chr1:18552999-18553645	134	42.143	N
Chr1:18556247-18556261	3	1.000	N
Chr1:18557900-18557982	81	15.123	N
Chr1:18559908-18559923	3	0.429	N
Chr1:18579841-18579870	5	5.000	24
Chr1:18580625-18580651	6	6.000	23
Chr1:18581190-18581434	5	5.000	24
Chr1:18588564-18588607	1	1.000	23
Chr1:18596288-18596301	1	0.500	N
Chr1:18597088-18597093	0	0.000	N
Chr1:18598908-18599215	25	25.000	24
Chr1:18599806-18600522	18	6.282	24
Chr1:18603467-18603782	5	4.000	24
Chr1:18606084-18606168	5	5.000	24
Chr1:18607229-18607243	1	0.333	N
Chr1:18613861-18613875	1	1.000	N
Chr1:18615923-18615928	0	0.000	N
Chr1:18627183-18627269	12	1.306	24
Chr1:18631467-18631481	3	0.833	N
Chr1:18632227-18632940	31	15.230	24
Chr1:18633342-18633791	14	4.693	24
Chr1:18638026-18638040	0	0.000	N
Chr1:18640684-18640859	27	26.001	24
Chr1:18641408-18641445	0	0.000	N
Chr1:18641749-18642048	8	8.000	24
Chr1:18642284-18642300	0	0.000	N
Chr1:18643718-18644665	66	63.763	24
Chr1:18646633-18646645	4	2.250	N
Chr1:18648574-18648788	20	20.000	24
Chr1:18651613-18651627	1	0.500	N
Chr1:18657971-18657994	0	0.000	N
Chr1:18658205-18658278	13	13.000	24
Chr1:18662666-18662681	4	1.700	N
Chr1:18686857-18686964	18	9.000	21
Chr1:18691808-18691822	0	0.000	N
Chr1:18698286-18698551	26	12.483	N
Chr1:18706975-18707016	1	1.000	24
Chr1:18713185-18713198	3	0.331	N
Chr1:18724546-18724560	1	1.000	N
Chr1:18745203-18745335	7	1.760	N
Chr1:18745700-18746381	16	6.354	23
Chr1:18746594-18746792	1	0.500	23
Chr1:18747032-18747050	0	0.000	N
Chr1:18747871-18747923	11	10.333	24
Chr1:18754141-18754155	1	0.500	N
Chr1:18759173-18759253	10	10.000	24
Chr1:18759602-18759616	12	10.583	N
Chr1:18765853-18766160	14	9.383	23
Chr1:18766524-18766601	14	7.326	24
Chr1:18767102-18767168	8	7.500	24
Chr1:18768075-18768097	0	0.000	N
Chr1:18768345-18768590	5	3.333	23
Chr1:18769720-18769814	15	13.284	24
Chr1:18770252-18770282	3	3.000	24
Chr1:18772381-18772397	16	7.475	N
Chr1:18783636-18783653	0	0.000	N
Chr1:18785080-18785092	11	3.311	N
Chr1:18790261-18790292	6	2.092	23
Chr1:18790552-18790848	13	13.000	23
Chr1:18791342-18791772	9	3.125	24
Chr1:18792041-18792330	8	1.183	24
Chr1:18792571-18792744	6	0.835	24
Chr1:18801660-18801678	3	3.000	N
Chr1:18804644-18805079	10	4.952	24
Chr1:18806460-18806984	18	17.500	24
Chr1:18807263-18807535	28	28.000	24
Chr1:18812484-18812499	0	0.000	N
Chr1:18816639-18816768	2	1.111	24
Chr1:18817452-18817600	65	65.000	24
Chr1:18824963-18824983	96	87.686	N
Chr1:18827369-18827388	5	2.300	N
Chr1:18846382-18846672	5	4.125	24
Chr1:18848307-18848317	0	0.000	N
Chr1:18850277-18850291	2	0.667	24
Chr1:18852102-18852245	0	0.000	N
Chr1:18853017-18853030	0	0.000	N
Chr1:18859283-18859813	170	167.994	24
Chr1:18863772-18863892	0	0.000	N
Chr1:18864234-18864249	23	3.710	N
Chr1:18869671-18869685	6	5.071	N
Chr1:18871440-18871459	1	1.000	21
Chr1:18874198-18874356	13	12.200	24
Chr1:18876728-18876742	2	0.500	N
Chr1:18885891-18885947	2	2.000	23
Chr1:18887687-18888199	20	20.000	24
Chr1:18891690-18891706	7	5.500	N
Chr1:18892307-18892335	1	1.000	24
Chr1:18892760-18892785	1	1.000	24
Chr1:18894364-18895417	30	22.176	24
Chr1:18905617-18905641	0	0.000	N
Chr1:18908128-18908162	0	0.000	N
Chr1:18919043-18919056	0	0.000	N
Chr1:18924998-18925058	4	2.208	24
Chr1:18929935-18929950	57	41.849	N
Chr1:18930406-18930418	6	2.291	N
Chr1:18930891-18931299	37	20.010	24
Chr1:18933547-18933561	0	0.000	N
Chr1:18934730-18934744	9	1.618	N
Chr1:18942556-18942571	1	1.000	N
Chr1:18948326-18948442	85	85.000	24
Chr1:18948726-18948740	9	1.833	N
Chr1:18952407-18952424	24	6.562	N
Chr1:18955967-18956096	44	43.001	24
Chr1:18957321-18957374	3	2.333	N
Chr1:18962016-18962418	30	23.916	24
Chr1:18962633-18963290	12	12.000	24
Chr1:18963745-18963764	1	1.000	24
Chr1:18964766-18964905	2	1.500	23
Chr1:18965388-18965404	408	217.097	N
Chr1:18965748-18965956	4	4.000	N
Chr1:18966444-18966623	9	9.000	24
Chr1:18966983-18967003	0	0.000	N
Chr1:18967348-18967765	7	5.583	N
Chr1:18967985-18968193	3	2.125	N
Chr1:18969006-18969515	11	9.309	24
Chr1:18969935-18969957	1	1.000	24
Chr1:18970284-18970604	0	0.000	N
Chr1:18970905-18971386	25	11.925	24
Chr1:18971614-18972055	11	11.000	24
Chr1:18974090-18974104	0	0.000	N
Chr1:18980650-18980949	18	13.991	24
Chr1:18981152-18981660	25	6.248	N
Chr1:18984918-18984932	1	0.500	N
Chr1:18989430-18989623	27	25.126	23
Chr1:18993051-18993066	0	0.000	N
Chr1:18994854-18994953	15	15.000	24
Chr1:18999850-18999907	0	0.000	N
Chr1:19006120-19006122	1	1.000	22
Chr1:19008747-19008761	1	0.167	N
Chr1:19012132-19012146	1	0.143	N
Chr1:19015347-19015360	0	0.000	N
Chr1:19021404-19021466	22	7.484	N
Chr1:19022477-19022494	1	1.000	24
Chr1:19024973-19024979	0	0.000	N
Chr1:19026884-19027263	19	7.553	24
Chr1:19027708-19028125	10	7.254	N
Chr1:19036029-19036044	2	1.000	N
Chr1:19036480-19036495	0	0.000	N
Chr1:19039681-19039695	2	1.143	N
Chr1:19052131-19052445	9	8.500	N
Chr1:19054429-19054486	11	10.200	24
Chr1:19055070-19055249	7	5.600	23
Chr1:19055656-19056195	11	4.500	23
Chr1:19056541-19056569	1	1.000	21
Chr1:19062497-19062927	11	3.917	24
Chr1:19063191-19064007	14	0.808	24
Chr1:19064304-19064601	5	1.127	24
Chr1:19073855-19073866	0	0.000	N
Chr1:19085345-19085363	0	0.000	N
Chr1:19085674-19086070	5	1.517	24
Chr1:19086329-19086849	16	12.371	24
Chr1:19091898-19092057	7	2.834	21
Chr1:19093637-19093651	14	8.074	N
Chr1:19098929-19098944	14	5.166	N
Chr1:19100764-19100777	0	0.000	N
Chr1:19107650-19107664	0	0.000	N
Chr1:19108438-19108452	8	2.251	N
Chr1:19110847-19110862	1	0.250	N
Chr1:19119019-19119034	10	0.833	N
Chr1:19122699-19122714	25	5.572	N
Chr1:19130630-19130644	0	0.000	N
Chr1:19136781-19136820	9	3.046	N
Chr1:19145642-19145843	18	10.283	24
Chr1:19146671-19147260	6	3.262	N
Chr1:19147584-19147642	8	8.000	24
Chr1:19148414-19148615	9	8.250	24
Chr1:19150938-19150952	2	0.083	N
Chr1:19152601-19152670	2	2.000	N
Chr1:19155732-19155747	3	2.333	N
Chr1:19157218-19157231	0	0.000	N
Chr1:19158337-19158351	0	0.000	N
Chr1:19166249-19166263	10	3.445	N
Chr1:19166693-19166708	0	0.000	N
Chr1:19170746-19170761	1	0.250	N
Chr1:19171904-19171982	5	4.333	23
Chr1:19172335-19172570	11	4.747	24
Chr1:19172833-19173184	6	3.568	23
Chr1:19173547-19173552	2	0.667	24
Chr1:19180325-19180382	70	70.000	24
Chr1:19197096-19197129	2	0.500	22
Chr1:19197904-19198238	185	185.000	24
Chr1:19203423-19203599	2	1.500	N
Chr1:19212611-19212681	3	3.000	24
Chr1:19219866-19220244	47	44.251	24
Chr1:19226321-19226618	42	38.501	24
Chr1:19226914-19226931	47	15.181	N
Chr1:19233930-19234055	5	4.500	N
Chr1:19234750-19234763	0	0.000	N
Chr1:19234990-19235015	3	1.000	24
Chr1:19235762-19235983	12	5.700	N
Chr1:19236243-19236294	0	0.000	N
Chr1:19236596-19237002	9	7.285	23
Chr1:19237304-19237375	7	5.375	23
Chr1:19240640-19240643	0	0.000	N
Chr1:19246360-19246422	1	1.000	24
Chr1:19247956-19248244	19	8.862	24
Chr1:19248629-19248642	0	0.000	N
Chr1:19248958-19249364	16	10.282	24
Chr1:19255824-19255839	21	7.600	N
Chr1:19258540-19258555	46	21.266	N
Chr1:19268349-19268851	39	22.760	24
Chr1:19270021-19270036	1	1.000	N
Chr1:19283886-19284051	74	10.567	N
Chr1:19288136-19288150	23	5.750	N
Chr1:19290322-19290633	8	3.117	24
Chr1:19292780-19292782	0	0.000	N
Chr1:19303784-19304138	9	8.250	24
Chr1:19304462-19304508	0	0.000	N
Chr1:19310683-19310702	3	3.000	N
Chr1:19316429-19316668	6	6.000	24
Chr1:19318856-19318857	0	0.000	N
Chr1:19319821-19319933	47	47.000	24
Chr1:19321602-19321690	0	0.000	N
Chr1:19327233-19327475	3	1.042	N
Chr1:19327766-19327988	3	1.040	21
Chr1:19328284-19328744	9	1.147	24
Chr1:19329983-19330125	3	2.500	24
Chr1:19330364-19330385	1	1.000	24
Chr1:19330686-19330710	3	3.000	24
Chr1:19336277-19337081	43	20.881	24
Chr1:19337728-19337836	2	0.250	24
Chr1:19338939-19339271	2	2.000	23
Chr1:19339806-19340525	9	6.265	24
Chr1:19341024-19341276	2	0.160	23
Chr1:19341494-19341580	19	6.804	N
Chr1:19342781-19342815	2	2.000	24
Chr1:19343459-19343469	2	0.160	23
Chr1:19344679-19345603	12	4.296	24
Chr1:19352726-19353485	44	36.784	24
Chr1:19354180-19354468	19	19.000	24
Chr1:19361771-19361806	2	2.000	21
Chr1:19362972-19363034	6	5.500	23
Chr1:19364637-19364651	1	0.167	N
Chr1:19368129-19368275	4	4.000	N
Chr1:19368498-19368695	27	27.000	24
Chr1:19373048-19373161	10	8.833	24
Chr1:19374594-19375092	43	39.362	24
Chr1:19376381-19376404	4	0.800	24
Chr1:19376987-19377039	1	0.200	24
Chr1:19377541-19377564	0	0.000	N
Chr1:19378540-19378559	0	0.000	N
Chr1:19379274-19379300	0	0.000	N
Chr1:19380202-19380313	5	2.784	24
Chr1:19380557-19380887	21	12.995	24
Chr1:19388210-19388365	21	19.666	24
Chr1:19389597-19389881	88	46.490	24
Chr1:19392198-19392246	1	0.071	23
Chr1:19393086-19393206	6	5.500	N
Chr1:19393701-19393982	6	4.250	24
Chr1:19394278-19394317	1	0.111	N
Chr1:19395226-19395261	0	0.000	N
Chr1:19398432-19398616	21	20.000	24
Chr1:19400059-19400125	4	4.000	24
Chr1:19403295-19403457	79	66.368	24
Chr1:19403990-19404591	15	7.624	23
Chr1:19406033-19406106	27	27.000	24
Chr1:19411937-19411951	5	2.250	N
Chr1:19415268-19415395	6	6.000	23
Chr1:19420635-19420671	0	0.000	N
Chr1:19424555-19424627	181	34.662	N
Chr1:19424843-19424968	67	66.029	24
Chr1:19426494-19427058	25	21.010	24
Chr1:19428427-19429148	69	69.000	24
Chr1:19430135-19430674	145	122.148	24
Chr1:19433178-19433191	16	3.166	N
Chr1:19436951-19436965	4	1.917	N
Chr1:19447145-19447161	37	10.105	N
Chr1:19454394-19454412	1	1.000	N
Chr1:19454946-19455596	61	58.749	N
Chr1:19465116-19465379	5	0.300	24
Chr1:19465662-19465901	13	4.627	24
Chr1:19466110-19466416	4	1.047	23
Chr1:19470440-19470455	0	0.000	N
Chr1:19472919-19472941	2	2.000	22
Chr1:19476556-19476607	4	3.500	24
Chr1:19478151-19478166	0	0.000	N
Chr1:19495110-19495160	1	1.000	24
Chr1:19496299-19496322	0	0.000	N
Chr1:19497878-19498179	16	14.309	N
Chr1:19498417-19498492	64	14.387	N
Chr1:19498938-19498952	0	0.000	N
Chr1:19508401-19508416	0	0.000	N
Chr1:19512414-19512429	0	0.000	N
Chr1:19515294-19515309	0	0.000	N
Chr1:19515510-19515861	5	1.125	N
Chr1:19516266-19517068	13	10.556	N
Chr1:19517345-19517355	0	0.000	N
Chr1:19517558-19517787	5	4.500	N
Chr1:19518006-19518019	0	0.000	N
Chr1:19520962-19521157	38	16.416	N
Chr1:19524173-19524185	0	0.000	N
Chr1:19547419-19547431	0	0.000	N
Chr1:19554940-19554955	9	5.722	N
Chr1:19566330-19566343	0	0.000	N
Chr1:19577063-19578233	150	125.340	24
Chr1:19592978-19593354	14	13.500	24
Chr1:19593697-19593801	18	14.549	24
Chr1:19594233-19594633	6	5.333	24
Chr1:19596273-19596280	0	0.000	N
Chr1:19597470-19597487	0	0.000	N
Chr1:19599265-19599265	1	1.000	23
Chr1:19599617-19599693	1	1.000	22
Chr1:19630738-19630820	9	9.000	N
Chr1:19631923-19631937	1	0.026	N
Chr1:19632244-19632258	0	0.000	N
Chr1:19635778-19635793	8	2.976	N
Chr1:19636508-19636521	1	1.000	24
Chr1:19639575-19639589	1	0.100	N
Chr1:19646826-19646842	0	0.000	N
Chr1:19648551-19648565	0	0.000	N
Chr1:19648803-19648819	0	0.000	N
Chr1:19654415-19654536	20	16.666	24
Chr1:19655432-19655587	13	11.500	24
Chr1:19661538-19661709	21	4.698	N
Chr1:19665948-19666684	27	10.754	24
Chr1:19667288-19667304	54	30.337	N
Chr1:19674154-19674168	0	0.000	N
Chr1:19675080-19675239	1	1.000	23
Chr1:19675634-19675840	7	5.667	24
Chr1:19676278-19676307	1	0.500	24
Chr1:19676999-19677017	1	1.000	24
Chr1:19677618-19677642	2	1.000	N
Chr1:19678151-19678174	3	3.000	24
Chr1:19678600-19678785	4	2.143	N
Chr1:19680211-19680340	56	14.498	N
Chr1:19685131-19685219	108	15.034	N
Chr1:19691321-19691335	9	1.500	N
Chr1:19693202-19693248	3	2.071	24
Chr1:19693455-19693468	1	0.059	24
Chr1:19695667-19695681	0	0.000	N
Chr1:19700396-19700412	0	0.000	N
Chr1:19700950-19700980	3	3.000	24
Chr1:19704232-19704395	63	63.000	24
Chr1:19705934-19705957	1	0.500	24
Chr1:19710237-19710253	1	1.000	N
Chr1:19711087-19711110	3	0.500	N
Chr1:19713479-19713598	22	20.500	24
Chr1:19714558-19714865	25	23.168	24
Chr1:19716243-19716461	11	7.810	N
Chr1:19717930-19718694	17	11.244	24
Chr1:19720778-19720839	6	5.000	23
Chr1:19721046-19721061	0	0.000	N
Chr1:19722040-19722080	3	1.500	24
Chr1:19723155-19723173	1	0.500	24
Chr1:19724748-19724771	0	0.000	N
Chr1:19725154-19725606	2	0.833	23
Chr1:19725824-19725847	1	1.000	21
Chr1:19726456-19726464	0	0.000	N
Chr1:19727777-19727851	0	0.000	N
Chr1:19728342-19729535	50	11.750	24
Chr1:19731836-19732825	17	9.166	24
Chr1:19733185-19733198	0	0.000	N
Chr1:19734753-19734830	2	1.000	24
Chr1:19735095-19735565	10	4.250	24
Chr1:19736187-19736301	11	6.833	24
Chr1:19736431-19736600	34	32.106	23
Chr1:19741512-19741717	3	1.216	21
Chr1:19741962-19742109	18	13.550	24
Chr1:19743648-19743773	1	1.000	24
Chr1:19744198-19744429	28	28.000	24
Chr1:19749244-19749852	14	13.250	24
Chr1:19754800-19754814	26	5.200	N
Chr1:19755840-19755855	14	6.625	N
Chr1:19763022-19763397	14	9.167	23
Chr1:19767847-19768290	4	1.500	N
Chr1:19768526-19768814	9	3.597	24
Chr1:19769028-19769847	22	7.993	24
Chr1:19778414-19778432	97	54.194	N
Chr1:19780194-19781106	55	43.252	24
Chr1:19782155-19782218	112	38.830	N
Chr1:19797877-19797894	0	0.000	N
Chr1:19798860-19798971	10	10.000	24
Chr1:19802563-19802579	0	0.000	N
Chr1:19808072-19808264	18	18.000	24
Chr1:19808479-19808482	1	0.500	24
Chr1:19808887-19809375	5	4.143	24
Chr1:19809656-19809985	19	15.833	24
Chr1:19845020-19845095	4	4.000	N
Chr1:19845776-19845793	2	2.000	N
Chr1:19846138-19846155	0	0.000	N
Chr1:19846590-19846613	1	1.000	24
Chr1:19847973-19848048	75	18.128	N
Chr1:19854457-19854472	10	1.760	N
Chr1:19856342-19856356	0	0.000	N
Chr1:19861394-19861580	77	77.000	24
Chr1:19867033-19867047	0	0.000	N
Chr1:19871020-19871036	10	2.206	N
Chr1:19875087-19875099	1	1.000	24
Chr1:19875928-19876224	8	7.500	N
Chr1:19881098-19881111	9	2.583	N
Chr1:19888715-19888737	1	1.000	24
Chr1:19896083-19896099	66	29.911	N
Chr1:19897974-19897988	14	4.666	N
Chr1:19904483-19904497	0	0.000	N
Chr1:19909176-19909668	22	19.501	24
Chr1:19911447-19911461	8	6.313	N
Chr1:19912309-19912323	8	2.200	N
Chr1:19925839-19925910	125	38.012	N
Chr1:19926880-19926898	4	1.708	N
Chr1:19927321-19927337	1	0.333	N
Chr1:19931425-19931439	0	0.000	N
Chr1:19933452-19933462	0	0.000	N
Chr1:19941358-19941466	9	5.500	24
Chr1:19942319-19942337	0	0.000	N
Chr1:19943512-19943537	0	0.000	N
Chr1:19943763-19944047	4	2.167	23
Chr1:19944352-19944639	25	7.675	24
Chr1:19945014-19945038	2	2.000	23
Chr1:19946271-19946286	11	1.750	N
Chr1:19947528-19947542	1	0.071	N
Chr1:19963829-19963844	18	6.106	N
Chr1:19969444-19969458	0	0.000	N
Chr1:19971202-19971216	0	0.000	N
Chr1:19978044-19978059	0	0.000	N
Chr1:19981455-19981566	34	32.249	N
Chr1:19981767-19981794	0	0.000	N
Chr1:19986921-19986951	0	0.000	N
Chr1:19987969-19987983	1	1.000	N
Chr1:19993800-19993932	3	0.268	24
Chr1:19994263-19994500	8	4.502	24
Chr1:19994772-19995200	10	1.589	23
Chr1:19995724-19995748	2	2.000	21
Chr1:19996505-19996519	41	8.458	N
Chr1:20002791-20002810	10	10.000	N
Chr1:20014585-20014599	0	0.000	N
Chr1:20016232-20016447	7	7.000	24
Chr1:20016848-20016868	0	0.000	N
Chr1:20024194-20024540	59	53.531	24
Chr1:20032645-20032951	1	1.000	24
Chr1:20033226-20033716	64	41.747	24
Chr1:20037798-20037813	9	2.428	N
Chr1:20039417-20039657	182	89.744	22
Chr1:20041496-20041743	70	66.500	21
Chr1:20063545-20063559	1	0.333	N
Chr1:20082345-20082359	1	0.062	N
Chr1:20085339-20085360	0	0.000	N
Chr1:20085635-20085662	1	1.000	24
Chr1:20086307-20086354	2	2.000	N
Chr1:20089278-20089364	2	2.000	N
Chr1:20089613-20089636	1	1.000	24
Chr1:20090082-20090293	2	1.000	23
Chr1:20106684-20106871	83	83.000	24
Chr1:20112659-20112909	35	17.252	24
Chr1:20114140-20114411	15	7.500	24
Chr1:20115346-20115637	50	24.395	24
Chr1:20117341-20117355	0	0.000	N
Chr1:20118807-20119229	40	18.760	24
Chr1:20125229-20125475	26	10.720	N
