#Locus	Reads	Rep-total	DicerCall
Chr1:24061091-24061105	7	1.750	N
Chr1:24063978-24064277	77	76.499	24
Chr1:24064778-24064794	3	1.667	N
Chr1:24065574-24065589	25	6.643	N
Chr1:24067508-24067522	6	1.333	N
Chr1:24081278-24081290	5	3.293	N
Chr1:24082287-24082809	140	138.698	24
Chr1:24085279-24085293	1	1.000	N
Chr1:24093188-24093211	0	0.000	N
Chr1:24095853-24095866	5	3.500	N
Chr1:24101106-24101117	7	7.000	N
Chr1:24101344-24101659	145	143.840	24
Chr1:24104658-24104879	52	52.000	24
Chr1:24114374-24114387	4	1.650	N
Chr1:24119501-24119529	9	9.000	23
Chr1:24125493-24125536	8	7.334	N
Chr1:24125974-24126183	129	117.867	24
Chr1:24142796-24142810	10	2.500	N
Chr1:24172075-24172092	1	1.000	N
Chr1:24175890-24175963	51	44.778	N
Chr1:24182915-24182929	5	3.000	N
Chr1:24186070-24186084	7	3.174	N
Chr1:24190857-24190943	119	50.063	N
Chr1:24191214-24191230	9	1.133	N
Chr1:24194825-24194841	10	5.334	N
Chr1:24198682-24198697	31	9.427	N
Chr1:24202557-24202574	42	32.999	N
Chr1:24206265-24206278	2	1.143	N
Chr1:24215109-24215132	9	9.000	24
Chr1:24223322-24223541	98	98.000	24
Chr1:24232157-24232171	1	0.200	N
Chr1:24233063-24233089	7	6.200	24
Chr1:24241223-24241774	504	500.522	24
Chr1:24250888-24251041	243	243.000	24
Chr1:24253480-24253498	9	1.754	N
Chr1:24264887-24265344	42	40.110	24
Chr1:24266698-24266714	2	0.833	N
Chr1:24266937-24266953	10	4.667	N
Chr1:24270417-24270455	7	7.000	24
Chr1:24272018-24272069	19	16.486	24
Chr1:24273699-24273715	4	1.333	24
Chr1:24275629-24275640	1	0.500	24
Chr1:24275977-24275990	2	0.833	N
Chr1:24276241-24276370	23	10.900	N
Chr1:24281359-24281510	433	433.000	24
Chr1:24283829-24283844	32	9.968	N
Chr1:24284828-24284843	2	0.400	N
Chr1:24290294-24290308	9	3.167	N
Chr1:24291140-24291366	333	313.986	24
Chr1:24299927-24299941	32	32.000	N
Chr1:24317410-24317555	122	96.929	24
Chr1:24322487-24322501	2	0.250	N
Chr1:24327580-24327680	81	73.678	N
Chr1:24329035-24329049	10	0.936	N
Chr1:24334861-24334879	6	5.500	N
Chr1:24337856-24338102	213	212.510	24
Chr1:24338941-24338955	1	0.167	N
Chr1:24339992-24340007	17	3.813	N
Chr1:24345847-24345861	1	0.167	N
Chr1:24350710-24351288	202	152.914	24
Chr1:24351628-24351641	3	1.367	N
Chr1:24351893-24351917	5	3.750	24
Chr1:24352251-24353028	148	75.835	24
Chr1:24353586-24353739	4	4.000	24
Chr1:24356756-24356864	7	7.000	24
Chr1:24360257-24360497	45	45.000	24
Chr1:24360796-24361013	238	237.500	24
Chr1:24361426-24361441	40	40.000	N
Chr1:24369387-24369491	123	122.004	24
Chr1:24372676-24372690	2	0.220	N
Chr1:24384673-24385188	599	598.161	24
Chr1:24388968-24389126	10	5.000	23
Chr1:24389549-24389563	8	6.534	N
Chr1:24395783-24395870	232	232.000	24
Chr1:24399280-24399295	5	0.845	N
Chr1:24409734-24409819	21	21.000	24
Chr1:24428870-24429315	186	51.094	24
Chr1:24438356-24438371	51	8.879	N
Chr1:24440610-24440739	11	11.000	N
Chr1:24441636-24441650	1	0.333	N
Chr1:24447322-24447469	69	69.000	24
Chr1:24453931-24453983	34	26.234	24
Chr1:24455035-24455111	34	33.500	24
Chr1:24456028-24456046	5	5.000	23
Chr1:24458178-24458238	19	12.833	24
Chr1:24462436-24462670	68	66.497	24
Chr1:24468026-24468083	7	7.000	23
Chr1:24469190-24469205	20	5.924	N
Chr1:24474084-24474102	9	3.750	N
Chr1:24484434-24484732	15	13.750	24
Chr1:24487020-24487074	685	23.564	N
Chr1:24488170-24488234	53	53.000	24
Chr1:24496065-24496081	6	3.257	N
Chr1:24498927-24498998	10	10.000	24
Chr1:24506477-24506659	107	104.999	24
Chr1:24508199-24508273	18	16.999	24
Chr1:24508554-24508568	5	1.250	N
Chr1:24516824-24516839	7	4.273	N
Chr1:24532058-24532196	808	793.375	24
Chr1:24533374-24533390	3	0.393	24
Chr1:24533814-24534131	45	36.504	24
Chr1:24536771-24536787	6	1.125	N
Chr1:24539033-24539051	7	7.000	N
Chr1:24541385-24541386	3	3.000	N
Chr1:24545256-24545303	3	2.500	23
Chr1:24550402-24550417	9	5.167	N
Chr1:24552283-24552303	3	3.000	N
Chr1:24553920-24554065	22	20.332	24
Chr1:24556144-24556157	2	2.000	N
Chr1:24556941-24556943	4	4.000	N
Chr1:24560176-24560191	3	0.500	N
Chr1:24562611-24562625	9	7.700	N
Chr1:24564026-24564757	28	25.200	24
Chr1:24565087-24565186	10	10.000	24
Chr1:24565504-24565559	12	12.000	24
Chr1:24566896-24566911	21	6.208	N
Chr1:24567670-24567693	7	7.000	24
Chr1:24569835-24569849	2	0.667	N
Chr1:24572115-24572187	15	15.000	23
Chr1:24572431-24572491	10	8.667	24
Chr1:24577165-24577422	93	80.529	24
Chr1:24586654-24586667	3	0.280	N
Chr1:24589548-24589562	0	0.000	N
Chr1:24593395-24593666	56	55.250	24
Chr1:24598790-24598807	4	1.667	N
Chr1:24599527-24599542	6	6.000	N
Chr1:24604912-24604967	80	80.000	24
Chr1:24605362-24605907	296	261.782	24
Chr1:24606174-24606463	33	30.809	N
Chr1:24610444-24610458	1	0.500	N
Chr1:24613712-24613727	5	1.333	N
Chr1:24622581-24622600	3	3.000	24
Chr1:24637236-24637252	8	5.917	N
Chr1:24645525-24646071	117	35.369	24
Chr1:24651337-24651398	64	64.000	24
Chr1:24653678-24653692	7	6.334	N
Chr1:24662267-24662283	4	4.000	N
Chr1:24669807-24669821	2	0.667	N
Chr1:24675761-24675870	890	881.634	24
Chr1:24683381-24683406	4	3.000	N
Chr1:24683775-24683778	1	1.000	N
Chr1:24688977-24688992	9	3.196	N
Chr1:24691848-24692096	135	133.096	24
Chr1:24700459-24700491	3	3.000	21
Chr1:24704979-24705174	54	38.723	24
Chr1:24705829-24706022	81	38.467	24
Chr1:24710714-24710729	52	40.669	N
Chr1:24714644-24714827	163	112.715	24
Chr1:24717907-24718018	44	41.144	24
Chr1:24718443-24719045	99	37.293	24
Chr1:24721022-24721511	1163	853.293	24
Chr1:24724359-24724375	1	0.167	N
Chr1:24725380-24725421	15	14.143	24
Chr1:24728445-24728567	5	5.000	24
Chr1:24733129-24733170	14	6.667	22
Chr1:24733995-24734009	13	1.795	N
Chr1:24738939-24738955	3	0.500	N
Chr1:24741133-24741238	26	20.132	24
Chr1:24742057-24742205	45	31.622	24
Chr1:24743396-24743421	12	3.416	N
Chr1:24745020-24745400	367	136.671	24
Chr1:24749163-24749177	5	0.861	N
Chr1:24750909-24750923	7	0.991	N
Chr1:24754204-24754226	6	6.000	21
Chr1:24756219-24756236	9	7.500	N
Chr1:24765355-24765371	3	3.000	N
Chr1:24766587-24766612	3	2.000	N
Chr1:24769306-24769320	18	6.286	N
Chr1:24772193-24772334	21	7.621	23
Chr1:24772564-24773082	52	28.356	24
Chr1:24774727-24774741	0	0.000	N
Chr1:24776429-24776892	384	330.240	24
Chr1:24777730-24777744	20	6.666	N
Chr1:24779350-24779364	0	0.000	N
Chr1:24787650-24787664	1	0.250	N
Chr1:24788127-24788143	252	165.665	N
Chr1:24801619-24801634	5	4.143	N
Chr1:24804325-24804336	6	3.611	N
Chr1:24805378-24805391	6	4.500	N
Chr1:24809812-24809974	20	17.250	24
Chr1:24810440-24810528	148	55.752	24
Chr1:24814605-24814620	52	10.998	N
Chr1:24822820-24822862	16	16.000	23
Chr1:24826302-24826316	0	0.000	N
Chr1:24826611-24826746	18	14.564	24
Chr1:24831608-24831807	167	116.065	24
Chr1:24832264-24832649	42	25.326	24
Chr1:24835304-24835492	93	85.337	24
Chr1:24835822-24835902	268	266.526	24
Chr1:24837229-24837245	8	2.042	N
Chr1:24838145-24838483	11	10.000	23
Chr1:24838738-24838846	648	648.000	24
Chr1:24839705-24839937	19	10.499	N
Chr1:24844816-24844891	3	1.500	24
Chr1:24848214-24848230	7	6.500	N
Chr1:24857468-24857584	30	23.751	24
Chr1:24864317-24864340	13	13.000	24
Chr1:24870402-24870421	51	17.111	N
Chr1:24871916-24872025	14	11.224	24
Chr1:24874307-24874326	54	17.312	N
Chr1:24875505-24875705	19	19.000	24
Chr1:24876829-24876844	2	2.000	24
Chr1:24877095-24877266	83	83.000	24
Chr1:24884061-24884103	98	98.000	21
Chr1:24884363-24884412	10258	10220.045	24
Chr1:24885011-24885068	10	8.400	N
Chr1:24885573-24885729	241	241.000	24
Chr1:24888012-24888029	1	0.062	N
Chr1:24894045-24894290	218	217.041	24
Chr1:24897486-24897588	53	51.998	24
Chr1:24901330-24901420	270	269.325	24
Chr1:24904639-24904654	3	0.700	N
Chr1:24907575-24907650	23	19.166	24
Chr1:24907909-24907932	5	3.000	24
Chr1:24908206-24908636	74	15.629	24
Chr1:24913165-24913330	691	268.177	21
Chr1:24917645-24917744	21	6.886	24
Chr1:24917992-24918581	72	54.122	24
Chr1:24921086-24921217	659	250.947	21
Chr1:24922078-24922092	6	1.333	N
Chr1:24929033-24929053	119	104.173	N
Chr1:24948076-24948385	280	235.928	24
Chr1:24951968-24951982	5	1.250	N
Chr1:24955293-24955307	11	2.666	N
Chr1:24955918-24955957	1	1.000	23
Chr1:24956639-24957141	440	435.600	24
Chr1:24963541-24963556	15	5.834	N
Chr1:24966647-24966669	6	6.000	23
Chr1:24973186-24973200	13	4.750	N
Chr1:24993267-24993463	18	16.999	N
Chr1:24994607-24994641	19	17.250	N
Chr1:24995119-24995146	10	10.000	N
Chr1:25005082-25005099	1	1.000	21
Chr1:25005606-25005731	122	102.053	24
Chr1:25033655-25033772	1297	1296.092	24
Chr1:25036269-25036302	4	4.000	24
Chr1:25043559-25043573	3	0.630	N
Chr1:25046077-25046091	2	1.100	N
Chr1:25048285-25049268	437	385.259	N
Chr1:25052316-25052330	12	12.000	N
Chr1:25056434-25056545	14	11.999	24
Chr1:25056870-25057247	56	41.692	24
Chr1:25057557-25057786	35	35.000	23
Chr1:25058117-25058245	17	17.000	24
Chr1:25066636-25066846	4	4.000	24
Chr1:25072718-25072731	1	0.200	N
Chr1:25079302-25079316	1	0.333	N
Chr1:25085116-25085131	9	2.300	N
Chr1:25090744-25090758	17	10.950	N
Chr1:25095851-25096082	79	76.654	24
Chr1:25096603-25096849	26	23.000	24
Chr1:25097883-25098071	94	37.553	24
Chr1:25098437-25099082	55	24.073	24
Chr1:25104987-25105000	1	0.333	N
Chr1:25122194-25122282	32	32.000	24
Chr1:25139278-25139297	9	5.009	N
Chr1:25145926-25145939	2	0.236	N
Chr1:25150937-25150995	47	46.201	24
Chr1:25156465-25156481	11	3.533	N
Chr1:25158898-25160096	221	200.580	24
Chr1:25160435-25161198	44	42.500	24
Chr1:25161742-25161761	0	0.000	N
Chr1:25162071-25162143	2	2.000	24
Chr1:25162341-25162513	18	18.000	23
Chr1:25163144-25163478	97	83.333	24
Chr1:25163868-25163882	1	0.250	N
Chr1:25170394-25170414	4	4.000	24
Chr1:25180174-25180287	51	46.354	24
Chr1:25180729-25180767	6	4.216	24
Chr1:25181141-25181194	16	7.190	24
Chr1:25187838-25187862	2	2.000	23
Chr1:25191827-25191841	2	0.400	N
Chr1:25198901-25198915	4	0.235	N
Chr1:25201213-25201228	4	3.077	N
Chr1:25204058-25204141	48	48.000	24
Chr1:25206805-25206820	16	2.555	N
Chr1:25214533-25214547	1	1.000	N
Chr1:25216038-25216094	6	6.000	24
Chr1:25217416-25217456	34	34.000	24
Chr1:25245496-25245525	10	10.000	24
Chr1:25245836-25245857	4	4.000	N
Chr1:25247368-25247391	4	4.000	24
Chr1:25247598-25247607	2	1.059	24
Chr1:25247815-25247871	19	16.834	24
Chr1:25250812-25250828	16	4.034	N
Chr1:25256303-25256318	3	0.556	N
Chr1:25257104-25257118	2	0.182	N
Chr1:25260822-25260861	0	0.000	N
Chr1:25262562-25262706	51	49.751	N
Chr1:25263067-25263082	2	2.000	N
Chr1:25266022-25266418	261	260.504	24
Chr1:25272504-25272518	7	1.345	N
Chr1:25274884-25275130	134	134.000	24
Chr1:25278876-25279275	4	4.000	21
Chr1:25285799-25285813	5	1.674	N
Chr1:25294950-25294964	5	1.250	N
Chr1:25296930-25296945	1	1.000	N
Chr1:25298037-25298037	6	1.778	N
Chr1:25311694-25311710	9	8.125	N
Chr1:25321526-25321541	6	2.666	N
Chr1:25323751-25323852	14	5.650	N
Chr1:25324481-25324495	6	2.666	N
Chr1:25325411-25325425	4	0.444	N
Chr1:25326227-25326241	17	17.000	N
Chr1:25327151-25327194	18	18.000	24
Chr1:25327403-25327439	24	9.595	24
Chr1:25332133-25332577	172	168.508	24
Chr1:25343300-25343618	204	116.912	24
Chr1:25344686-25344702	2	0.667	N
Chr1:25349072-25349092	1	1.000	24
Chr1:25349817-25349833	12	1.339	N
Chr1:25357802-25358407	99	19.008	24
Chr1:25384699-25384728	6	6.000	24
Chr1:25387566-25387580	13	1.801	N
Chr1:25392853-25392869	11	2.700	N
Chr1:25394422-25395006	42	40.643	N
Chr1:25400502-25400702	130	71.565	24
Chr1:25401273-25401508	120	79.512	24
Chr1:25404088-25404102	0	0.000	N
Chr1:25423551-25423567	11	9.143	N
Chr1:25426050-25426067	19	19.000	N
Chr1:25434287-25434423	4	4.000	21
Chr1:25442876-25442890	2	0.400	N
Chr1:25446293-25446311	4	4.000	N
Chr1:25446626-25446636	4	4.000	N
Chr1:25448197-25448211	2	0.250	N
Chr1:25448780-25448794	5	5.000	N
Chr1:25450720-25450730	4	4.000	N
Chr1:25480246-25480268	1	0.250	N
Chr1:25480890-25480904	2	0.381	N
Chr1:25487118-25487132	5	1.648	N
Chr1:25488136-25488250	87	84.199	24
Chr1:25488458-25488474	13	5.899	N
Chr1:25489807-25489905	319	317.501	24
Chr1:25493668-25493696	5	4.500	N
Chr1:25493921-25494065	7	7.000	N
Chr1:25494268-25494324	9	9.000	N
Chr1:25499399-25499414	14	3.249	N
Chr1:25505164-25505254	50	50.000	24
Chr1:25532293-25532309	57	20.366	N
Chr1:25536484-25536783	587	587.000	24
Chr1:25554995-25555011	27	21.168	N
Chr1:25561237-25561251	3	1.000	N
Chr1:25581321-25581370	24	24.000	24
Chr1:25582050-25582094	6	6.000	24
Chr1:25583508-25583567	12	12.000	24
Chr1:25594276-25594670	20	10.154	23
Chr1:25594873-25594956	21	10.750	24
Chr1:25597160-25597184	1	1.000	N
Chr1:25598182-25598197	6	4.333	N
Chr1:25603922-25603937	1	1.000	N
Chr1:25609865-25610074	227	174.495	24
Chr1:25611566-25611580	2	0.121	N
Chr1:25612794-25612810	36	20.498	N
Chr1:25613347-25613672	149	95.569	24
Chr1:25614167-25614183	81	53.079	N
Chr1:25619545-25619562	3	0.867	N
Chr1:25622276-25622402	56	13.485	N
Chr1:25635403-25635420	65	58.786	N
Chr1:25639668-25640051	238	161.626	24
Chr1:25640315-25641913	374	183.447	24
Chr1:25647783-25647797	1	1.000	N
Chr1:25648623-25648638	0	0.000	N
Chr1:25659059-25659073	3	2.500	N
Chr1:25660031-25660459	234	168.714	24
Chr1:25674017-25674093	36	30.334	24
Chr1:25675910-25676127	88	88.000	24
Chr1:25676776-25676799	4	4.000	N
Chr1:25683014-25683029	3	0.600	N
Chr1:25683584-25683671	14	3.392	N
Chr1:25693715-25693730	11	3.956	N
Chr1:25694712-25694726	15	9.584	N
Chr1:25696495-25696732	51	28.075	24
Chr1:25697812-25697964	7	4.333	24
Chr1:25698139-25698160	1	0.500	24
Chr1:25702507-25702522	2	0.667	N
Chr1:25705053-25705191	164	164.000	24
Chr1:25709949-25709974	13	12.500	N
Chr1:25710181-25710193	4	4.000	N
Chr1:25710429-25710443	18	3.917	N
Chr1:25712978-25712994	1	1.000	N
Chr1:25714013-25714224	21	17.667	N
Chr1:25722552-25722741	109	53.192	24
Chr1:25723476-25723584	33	18.166	24
Chr1:25723884-25723898	9	8.500	22
Chr1:25728678-25728763	155	155.000	24
Chr1:25729171-25729200	2	2.000	23
Chr1:25730111-25730307	170	168.997	24
Chr1:25747186-25747204	178	88.466	N
Chr1:25750264-25750298	7	7.000	24
Chr1:25750870-25752004	369	368.004	24
Chr1:25777420-25777444	3	3.000	N
Chr1:25779674-25780261	66	34.168	24
Chr1:25788487-25788501	1	0.333	N
Chr1:25795769-25795785	115	57.661	N
Chr1:25797789-25797803	3	0.750	N
Chr1:25819246-25819270	2	2.000	23
Chr1:25820190-25820205	8	7.000	N
Chr1:25829654-25829728	40	2.448	N
Chr1:25831591-25831665	246	246.000	24
Chr1:25836599-25836613	3	0.375	N
Chr1:25853520-25853646	49	49.000	24
Chr1:25854931-25854946	8	1.734	N
Chr1:25857162-25857176	0	0.000	N
Chr1:25875327-25875341	18	10.001	N
Chr1:25879559-25879606	7	7.000	N
Chr1:25880574-25880589	2	2.000	N
Chr1:25886536-25886592	15	1.449	N
Chr1:25890669-25890682	2	2.000	N
Chr1:25896577-25896618	1	1.000	23
Chr1:25898556-25898571	1	0.500	N
Chr1:25899158-25899172	2	1.000	N
Chr1:25903546-25903737	26	16.541	N
Chr1:25905857-25905872	11	4.000	N
Chr1:25926965-25926996	60	31.836	N
Chr1:25928196-25928930	606	213.494	N
Chr1:25929546-25929553	1	1.000	24
Chr1:25932093-25932149	366	20.642	N
Chr1:25941164-25941252	58	11.606	N
Chr1:25951765-25951783	538	401.456	N
Chr1:25953132-25953146	4	0.364	N
Chr1:25958704-25958720	6	4.667	N
Chr1:25962464-25962762	92	42.191	24
Chr1:25963410-25963424	4	2.500	N
Chr1:25971844-25971864	4	4.000	24
Chr1:25973677-25974002	128	126.387	24
Chr1:25975950-25976017	18	13.550	24
Chr1:25976909-25976995	46	19.463	24
Chr1:25979176-25979190	7	1.750	N
Chr1:25988894-25988910	1	0.083	N
Chr1:25989730-25989761	6	0.551	N
Chr1:26006693-26006762	0	0.000	N
Chr1:26011974-26011988	5	1.333	N
Chr1:26012528-26012542	1	0.250	N
Chr1:26030979-26031000	4	4.000	N
Chr1:26031712-26032280	55	53.323	24
Chr1:26042270-26042284	4	1.000	N
Chr1:26049478-26049532	46	5.097	N
Chr1:26052715-26052730	10	0.970	N
Chr1:26069628-26069645	4	1.500	N
Chr1:26084013-26084332	211	207.666	24
Chr1:26090160-26090174	8	5.375	N
Chr1:26110999-26111338	81	77.890	N
Chr1:26111973-26112174	11	1.167	N
Chr1:26113703-26113717	3	3.000	N
Chr1:26114259-26114276	15	11.124	N
Chr1:26122452-26122466	9	3.000	N
Chr1:26125294-26125309	1	0.200	N
Chr1:26132268-26132282	1	0.200	N
Chr1:26136985-26136999	58	2.952	N
Chr1:26140018-26140301	141	139.999	24
Chr1:26143081-26143115	4	4.000	N
Chr1:26148186-26148298	49	32.115	N
Chr1:26150560-26150574	5	0.638	N
Chr1:26151841-26151857	6	1.172	N
Chr1:26159826-26159841	3	0.600	N
Chr1:26162117-26162131	11	3.666	N
Chr1:26169520-26169689	11	0.927	24
Chr1:26169932-26170204	31	6.132	24
Chr1:26170466-26170953	45	1.534	24
Chr1:26178188-26178203	6	1.250	N
Chr1:26179798-26180021	38	38.000	24
Chr1:26188148-26188162	35	12.498	N
Chr1:26190297-26190327	102	46.420	N
Chr1:26190539-26190686	112	74.502	N
Chr1:26192801-26192814	4	2.000	N
Chr1:26196306-26196731	163	115.567	24
Chr1:26196995-26197386	191	146.994	24
Chr1:26227254-26227267	3	0.750	N
Chr1:26246744-26246757	0	0.000	N
Chr1:26248281-26248297	2	0.286	N
Chr1:26251277-26251294	6	3.566	N
Chr1:26256615-26256631	6	1.393	N
Chr1:26261904-26261919	7	7.000	N
Chr1:26267988-26268100	41	41.000	24
Chr1:26269952-26270127	6	2.000	21
Chr1:26272782-26272874	21	9.001	21
Chr1:26273853-26273975	8	3.334	21
Chr1:26277254-26277271	13	7.000	N
Chr1:26285246-26285273	10	2.861	23
Chr1:26285929-26285944	6	1.834	N
Chr1:26289353-26289369	14	12.667	N
Chr1:26290002-26290018	9	5.875	N
Chr1:26305540-26305556	3	0.643	N
Chr1:26306984-26307403	172	90.472	24
Chr1:26314446-26314462	6	3.000	N
Chr1:26323682-26323697	4	0.800	N
Chr1:26327615-26327626	1	0.167	N
Chr1:26331192-26331206	6	1.750	N
Chr1:26334693-26334707	1	0.333	N
Chr1:26335946-26336122	137	118.875	24
Chr1:26340319-26340332	2	0.667	N
Chr1:26343669-26343921	308	300.639	24
Chr1:26344179-26344325	77	67.337	24
Chr1:26344883-26344897	4	0.572	N
Chr1:26350532-26350719	8	6.000	N
Chr1:26359858-26359955	24	24.000	24
Chr1:26361262-26361277	0	0.000	N
Chr1:26366655-26366979	116	90.155	24
Chr1:26367212-26367241	9	8.500	24
Chr1:26367548-26367940	37	31.332	24
Chr1:26368176-26368203	4	3.250	N
Chr1:26368523-26369821	355	349.853	24
Chr1:26370037-26370208	16	6.784	N
Chr1:26370422-26371149	55	55.000	24
Chr1:26371361-26371662	89	41.581	24
Chr1:26371955-26371970	15	5.696	N
Chr1:26374339-26375316	328	289.099	24
Chr1:26375754-26375954	62	13.634	23
Chr1:26380713-26380984	85	85.000	24
Chr1:26382152-26382225	45	25.533	N
Chr1:26390212-26390225	4	1.619	N
Chr1:26391193-26391208	1	0.333	N
Chr1:26395127-26395204	1	0.042	N
Chr1:26397373-26397388	19	7.701	N
Chr1:26398928-26398943	4	2.667	N
Chr1:26405459-26405473	1	1.000	N
Chr1:26413922-26413938	9	2.929	N
Chr1:26425513-26425964	163	160.327	24
Chr1:26427652-26427666	39	34.925	N
Chr1:26429752-26429857	186	122.072	N
Chr1:26435620-26435635	1	0.091	N
Chr1:26444805-26444820	2	0.400	N
Chr1:26445982-26446129	7	7.000	23
Chr1:26451182-26451199	25	11.168	N
Chr1:26451525-26451553	7	5.325	N
Chr1:26461059-26461076	0	0.000	N
Chr1:26467677-26467696	32	10.880	N
Chr1:26468994-26469008	2	0.062	N
Chr1:26469717-26469731	14	3.893	N
Chr1:26472108-26472133	12	12.000	N
Chr1:26477646-26477661	8	5.286	N
Chr1:26490457-26490472	23	7.712	N
Chr1:26494066-26494161	14	8.434	N
Chr1:26498352-26498366	7	0.871	N
Chr1:26505335-26505354	13	3.396	N
Chr1:26510660-26511190	108	20.768	24
Chr1:26514266-26514281	10	3.106	N
Chr1:26520575-26520593	3	3.000	23
Chr1:26525188-26525213	4	2.500	23
Chr1:26525845-26525889	9	9.000	24
Chr1:26535898-26535914	5	2.333	N
Chr1:26548527-26548543	12	10.500	N
Chr1:26551583-26552170	175	126.263	24
Chr1:26553066-26553080	0	0.000	N
Chr1:26561285-26561514	3059	3056.553	24
Chr1:26564175-26564190	2	1.083	N
Chr1:26577460-26577474	27	14.499	N
Chr1:26583024-26583113	89	60.831	24
Chr1:26601711-26601726	22	10.897	N
Chr1:26602670-26602684	6	2.033	N
Chr1:26608140-26608287	16	14.000	N
Chr1:26611868-26611883	5	1.417	N
Chr1:26614976-26614991	8	4.900	N
Chr1:26618704-26618719	6	5.200	N
Chr1:26621215-26621226	4	2.625	N
Chr1:26632261-26632278	127	84.163	N
Chr1:26632834-26632849	4	1.250	N
Chr1:26637989-26638118	3	3.000	N
Chr1:26638335-26638350	12	5.250	N
Chr1:26644190-26644205	0	0.000	N
Chr1:26650738-26650929	125	99.350	24
Chr1:26654590-26654604	54	2.457	N
Chr1:26656986-26656992	3	3.000	N
Chr1:26662710-26662726	0	0.000	N
Chr1:26668490-26668505	3	3.000	N
Chr1:26669833-26669848	8	4.566	N
Chr1:26677971-26678137	1	1.000	24
Chr1:26686489-26686503	6	1.111	N
Chr1:26689369-26689383	8	1.083	N
Chr1:26696225-26696230	2	2.000	N
Chr1:26705816-26705831	16	16.000	N
Chr1:26707363-26707379	14	4.070	N
Chr1:26712257-26712362	135	102.681	N
Chr1:26722280-26722496	331	255.697	24
Chr1:26723577-26723585	3	0.429	N
Chr1:26727291-26727308	2	0.667	N
Chr1:26733701-26733715	12	1.709	N
Chr1:26743571-26743585	1	0.111	N
Chr1:26745780-26745804	1	1.000	N
Chr1:26749213-26749228	5	1.311	N
Chr1:26756979-26756993	1	1.000	24
Chr1:26757266-26757273	0	0.000	N
Chr1:26757573-26757684	129	127.001	24
Chr1:26761201-26761235	8	8.000	24
Chr1:26764489-26764534	8	4.500	24
Chr1:26771339-26771458	12	10.250	N
Chr1:26772697-26772927	43	17.733	N
Chr1:26773672-26773802	66	57.499	21
Chr1:26775893-26775911	11	4.644	N
Chr1:26776569-26776582	6	4.361	N
Chr1:26779243-26779781	91	51.788	24
Chr1:26779998-26780060	12	8.729	24
Chr1:26780542-26780675	20	0.992	24
Chr1:26780991-26781166	113	15.221	24
Chr1:26798306-26798322	21	10.576	N
Chr1:26799132-26799148	13	2.600	N
Chr1:26819511-26819526	6	3.167	N
Chr1:26823736-26823751	11	0.701	N
Chr1:26825155-26825172	22	15.932	N
Chr1:26830691-26830709	26	11.458	N
Chr1:26831302-26831316	1	0.062	N
Chr1:26833042-26833042	8	7.334	N
Chr1:26840902-26840920	11	9.750	N
Chr1:26841607-26841621	4	1.543	N
Chr1:26850175-26850189	22	13.616	N
Chr1:26880265-26881552	225	98.843	24
Chr1:26882464-26882464	0	0.000	N
Chr1:26889809-26889824	1	0.167	N
Chr1:26891574-26891700	8	6.417	N
Chr1:26894031-26894045	7	7.000	N
Chr1:26903142-26903156	0	0.000	N
Chr1:26918349-26918366	11	3.300	N
Chr1:26922753-26922769	5	3.184	N
Chr1:26924702-26924717	9	1.773	N
Chr1:26926034-26926053	1	1.000	24
Chr1:26927541-26927557	22	7.086	N
Chr1:26938770-26938784	0	0.000	N
Chr1:26943015-26943029	2	1.143	N
Chr1:26953154-26953204	23	23.000	24
Chr1:26956000-26956085	7	7.000	23
Chr1:26956312-26956326	2	2.000	N
Chr1:26956777-26956917	60	59.334	24
Chr1:26965764-26965766	1	0.250	N
Chr1:26967356-26967372	15	11.725	N
Chr1:26973389-26973458	331	102.279	N
Chr1:26978025-26978035	3	0.600	N
Chr1:27005348-27005363	4	0.733	N
Chr1:27019524-27019538	16	16.000	N
Chr1:27020235-27020252	11	1.350	N
Chr1:27022089-27022293	4	4.000	21
Chr1:27023483-27023525	9	5.250	N
Chr1:27024187-27024299	36	14.666	N
Chr1:27032052-27032068	4	2.105	N
Chr1:27032575-27032773	2	0.667	N
Chr1:27035542-27035624	76	76.000	24
Chr1:27035925-27035943	0	0.000	N
Chr1:27036428-27036477	17	13.500	24
Chr1:27036898-27037014	57	31.834	N
Chr1:27043750-27043764	3	0.750	N
Chr1:27044148-27044162	3	1.500	N
Chr1:27059840-27059892	8	8.000	24
Chr1:27060119-27060137	104	22.048	N
Chr1:27061887-27061903	18	18.000	N
Chr1:27062868-27062885	15	6.333	N
Chr1:27066796-27067041	24	22.999	24
Chr1:27067896-27067917	0	0.000	N
Chr1:27068309-27068921	16	9.699	24
Chr1:27072991-27073008	16	7.286	N
Chr1:27076816-27077097	26	23.330	24
Chr1:27079357-27079371	0	0.000	N
Chr1:27096979-27096994	1	0.167	N
Chr1:27100462-27100476	20	20.000	N
Chr1:27103354-27103371	20	14.018	N
Chr1:27108925-27108941	10	4.397	N
Chr1:27110316-27110330	0	0.000	N
Chr1:27117531-27117546	3	1.750	21
Chr1:27117772-27118169	90	73.620	24
Chr1:27127865-27127880	7	1.000	N
Chr1:27147560-27147576	25	11.918	N
Chr1:27148578-27148596	2	2.000	N
Chr1:27148809-27148885	6	5.500	N
Chr1:27149161-27149693	45	44.501	N
Chr1:27150014-27150021	1	1.000	22
Chr1:27150495-27150671	22	21.250	N
